,m,month,year,ym,IS.M,IS.D,IS.3M,IL.3,IL.5,IL.10,SPR.C.G,SPR.10Y.M,SPR.10Y.D,SPR.10Y.3M,SPR.1D.M,EX,EXR,DAX,VOLA1,VOLA2,HWWA.E,HWWA.EX,HWWA,ZEW,GFK.EXP,ALQ,VAC,CAPA,FAZ,OIL,OECDL1,OECDL3,OECDL2,IFO.C,IFO.EXP,IFOM.C,IFOM.EXP,IFOMI.C,IFOMI.EXP,IFOMV.C,IFOMV.EXP,IFOWH.C,IFOWH.EXP,ESI.INDU,ESI.SERV,ESI.C,ESI.TRADE,ESI.CTR,ESI,ECBS2,ECBS3,ECBS4,ECBS5,ECBS6,ECBS7,ECCS99,ECCS1,ECCS2,ECCS3,ECCS4,ECCS5,ECCS6,ECCS7,ECCS8,ECCS9,ECCS10,ECCS11,ECCS12,rword,rword_sc,perc_dif.zeit.eco,perc_pnword.zeit.eco,perc_nword.zeit.eco,perc_pword.zeit.eco,npword.zeit.eco,nnword.zeit.eco,nword.zeit.eco,pvalue.zeit.eco,nvalue.zeit.eco,rpvalue.zeit.eco,rnvalue.zeit.eco,rvalue.zeit.eco,perc_dif.zeit,perc_pnword.zeit,perc_nword.zeit,perc_pword.zeit,npword.zeit,nnword.zeit,nword.zeit,pvalue.zeit,nvalue.zeit,rpvalue.zeit,rnvalue.zeit,rvalue.zeit,qdap_value,qdap_nword,sent_nneg,sent_npos,sent_negv,sent_posv,sent_nwords,sent_val,posextind,negextind,valuext,qdap_value_median,qdap_nword_median,sent_nneg_median,sent_npos_median,sent_negv_median,sent_posv_median,sent_nwords_median,sent_val_median,posextind_median,negextind_median,valuext_median,qdap_value_rel,sent_negv_rel,sent_posv_rel,sent_val_rel,posextind_rel,negextind_rel,valuext_rel,qdap_value_rel_50,sent_negv_rel_50,sent_posv_rel_50,sent_val_rel_50,posextind_rel_50,negextind_rel_50,valuext_rel_50,qdap_value_rel_sd,sent_negv_rel_sd,sent_posv_rel_sd,sent_val_rel_sd,posextind_rel_sd,negextind_rel_sd,valuext_rel_sd,qdap_value_total,sent_negv_total,sent_posv_total,sent_val_total,posextind_total,negextind_total,valuext_total,qdap_rel_val_total,qdap_value_rela_25,qdap_value_rela_mean,qdap_value_rela_50,qdap_value_rela_75,qdap_value_rela_sd,qdap_value_rel_sum,qdap_negator_rel_val_total,qdap_negator_value_rel_25,qdap_negator_value_rel_mean,qdap_negator_value_rel_50,qdap_negator_value_rel_75,qdap_negator_value_rel_sd,qdap_negator_value_rel_sum,Notrend,Rising,Falling,Volume,Badrising,Otherrising,MT_all,MT_monetary,MT_inflation,MT_all_climate,MT_monetary_climate,MT_inflation_climate,ALL_Genios_Deflation,ALL_Genios_der_CountryDeutschland,ALL_Genios_der,ALL_Genios_Inflation_CountryDeutschland,ALL_Genios_Inflation,ALL_Genios_inflationär,ALL_Genios_Inflationsangst,ALL_Genios_Inflationsbekämpfung,ALL_Genios_Inflationsdruck,ALL_Genios_Inflationsrate,ALL_Genios_Inflationsrisiko,ALL_Genios_Kaufkraft,ALL_Genios_Kaufkraftverlust,ALL_Genios_Preisanstieg,ALL_Genios_Preisniveau,ALL_Genios_Preisstabilität,ALL_Genios_Preissteigerung,ALL_Genios_Stagflation,ALL_Genios_steigendePreise,ALL_Genios_Teuerung,ALL_Genios_Teuerungsrate,ALL_Genios_Verteuerung,IWord,DWord,Preisanstieg,Steigende_Preise,Preissteigerung,Teuerung,Teuerungsrate,Verteuerung,Preisstabilitaet,Kaufkraft,Kaufkraftverlust,Inflationsrate,inflationaer,Inflationsrisiko,Preisniveau,Inflationsbekaempfung,Inflationsangst,Inflationsdruck,Stagflation,AllinflationWords,FirstPC_genios_indicators,FirstPChighly,qdap_negator_value_rel_infl_mean,qdap_value_rel_infl_mean,And_Or,Inflation_only,MT.de,MT.de.present,MT.de.future,MT.de.taxation,MT.de.cycle,MT.de.labor,MT.de.budget,MTI_All,MTI_Present,MTI_Future,MTI_Monetary,MTI_Inflation,MTI_Taxation,MTI_Cycle,MTI_Labor,MTI_Budget
564,12,12,1994,1994-12,4.9,4.5,5.4,7.02,7.45,7.46,0.68,2.56,2.96,2.06,-0.4,86.839,105.051,NA,NA,NA,23.3,63.5,29.7,75,NA,9.3,NA,65.5,769.33,13.2546,102.3547,102.0613,84.52114,2.8,12.7,15.36,24.22,16.41,27.65,23.27,31.24,-12.79,-2.83,3.3,NA,-4.3,-21.6,-23,107.3,-10.1,-19.3,2.2,22.2,20.7,-18.1,-4.3,-8.3,-5.7,-5.4,1,25.2,32.5,15.8,-12.8,-24.9,40.1,3.3,13,NA,NA,0.025792133,0.094054056,0.034130962,0.059923095,20.28745098,12.0297479,340.0666947,1.53299023,-3.234085854,0.079270555,-0.275131284,-0.046534647,0.023094831,0.095436884,0.036171027,0.059265857,21.14422287,13.33330727,353.6423395,1.520523943,-3.714482946,0.07250617,-0.281790039,-0.058360185,-0.002450067,960.9195402,19.3908046,31.08045977,-5.236206897,2.53997931,965.6436782,-2.696227586,2.023712644,-4.425452874,-2.40174023,-0.004522079,911,17,28,-4.1734,2.3393,922,-2.2957,1.8756,-3.6793,-2.0178,-6.26E-06,-0.005388161,0.002795388,-0.002592773,0.002265845,-0.004754266,-0.002488421,-5.54E-06,-0.005216599,0.002395019,-0.002673383,0.001865309,-0.004716165,-0.002530811,8.86E-05,0.002074685,0.001642113,0.00278949,0.001314739,0.001722413,0.002244884,-5.96E-07,-0.005381151,0.00266578,-0.002715371,0.002138777,-0.00463284,-0.002494063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,525,81059,2,428,8,6,24,21,276,4,147,18,92,109,59,40,0,20,132,68,74,0.528010462,0.004934677,0.113497576,0.024673386,0.049346772,0.162844348,0.083889513,0.091291528,0.072786489,0.181349387,0.022206047,0.340492728,0.009869354,0.004934677,0.134469954,0.029608063,0.007402016,0.025907055,0,1.887514033,-6.989726608,3.72305434,NA,NA,5.282571954,1.100433018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,1,1,1995,1995-01,4.98,4.5,5.16,7.09,7.55,7.6,0.81,2.62,3.1,2.44,-0.48,88.9457,106.3907,NA,NA,NA,23.4,64.2,30.8,76.6,NA,9.2,NA,64.2,781.6,13.3426,102.1753,101.9043,84.47819,1.9,10.1,15.71,22.1,16.84,25.3,21.4,27.49,-16.57,-6.93,2.6,NA,-4.1,-17.9,-26.6,107.5,-12,-18.5,2.3,21.9,20.3,-8.6,-4.1,-8.6,-5.3,-4.7,3.5,24.1,32.4,21,-11.8,-23.2,41.4,6.4,15.2,NA,NA,0.021727721,0.112500221,0.04538625,0.067113971,17.20454545,12.09902597,251.4980159,1.11490175,-3.444027038,0.070283688,-0.244634278,-0.069095214,0.011525403,0.103311194,0.045892895,0.057418299,15.56965368,12.81049784,267.3292424,1.151269435,-3.520366799,0.073657919,-0.249789255,-0.071831288,-0.007753273,857.1464646,19.54545455,26.73232323,-5.239509596,2.234623232,861.3383838,-3.004886364,1.803153535,-4.200268182,-2.397114646,-0.00177321,577,12,19.5,-3.19305,1.5128,580.5,-1.66655,1.28735,-2.8609,-1.38935,-3.07E-05,-0.00603251,0.002355684,-0.003676826,0.001969155,-0.005298764,-0.003329609,-1.05E-05,-0.005601439,0.002492747,-0.003448878,0.001971203,-0.005016629,-0.002798369,0.00021506,0.003020144,0.001237042,0.003242656,0.001213006,0.002733009,0.003036621,-1.24E-05,-0.006201809,0.002518162,-0.003683647,0.00210174,-0.005217561,-0.003115822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,937,99340,1,632,18,6,40,30,397,4,226,18,85,143,64,57,6,35,146,103,117,0.636198913,0.005033219,0.085564727,0.035232535,0.057378699,0.146970002,0.103684316,0.11777733,0.064425206,0.22750151,0.018119589,0.399637608,0.018119589,0.004026575,0.14395007,0.040265754,0.006039863,0.030199315,0.006039863,2.146164687,-8.714260537,4.196346834,NA,NA,5.172136098,1.292530703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,2,2,1995,1995-02,4.99,4.5,5.1,6.89,7.33,7.42,0.81,2.43,2.92,2.32,-0.49,90.034,107.2372,NA,NA,NA,23.6,62.2,31,67.3,NA,9.2,NA,65.7,765.6,13.5011,101.9175,101.6785,84.36983,2.9,7.6,14.39,17.84,14.58,20.63,23.66,23.62,-8.31,1.12,2.9,NA,-5.9,-16.1,-28.1,106.7,-7.7,-17.2,2.4,18.8,21.8,-8.4,-5.9,-12,-5.4,-5.8,1.7,24.3,32.4,23.5,-12.5,-25.8,40.4,3.6,13.9,NA,NA,0.023142618,0.102522528,0.039689955,0.062832573,18.41986706,11.48020159,286.9443707,1.191166393,-3.370531302,0.064605408,-0.268099423,-0.069845308,0.013425226,0.099302412,0.042938593,0.056363819,17.60863583,13.67699288,302.2299318,1.225954139,-3.855917241,0.071117475,-0.260336634,-0.07610085,-0.000715973,789.764977,16.84331797,24.74193548,-4.659025806,1.899389401,794.7142857,-2.759636406,1.56778894,-3.873608295,-2.305819355,-0.00180622,670,13,19,-3.6677,1.364,675,-1.6961,1.119,-3.0614,-1.533,1.53E-06,-0.005448415,0.0025717,-0.002876716,0.002179239,-0.004758928,-0.00257969,-4.66E-06,-0.005181395,0.0023681,-0.002781751,0.00196836,-0.004612642,-0.002408179,0.000199234,0.003440824,0.001732513,0.003651366,0.001655874,0.003054242,0.003251756,-1.19E-06,-0.005692964,0.002687465,-0.003005499,0.002208084,-0.004797226,-0.002589142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,788,99798,3,518,9,3,23,24,330,5,208,4,67,133,47,50,3,27,111,76,98,0.519048478,0.00501012,0.067135614,0.02705465,0.050101204,0.111224674,0.076153831,0.098198361,0.047095132,0.20842101,0.004008096,0.330667949,0.009018217,0.00501012,0.133269204,0.023046554,0.003006072,0.024048578,0.003006072,1.744523938,-4.554071598,2.379166881,NA,NA,5.291689212,1.084190064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,3,3,1995,1995-03,4.79,4,5.07,6.59,7.12,7.28,0.81,2.49,3.28,2.21,-0.79,92.2918,109.3559,NA,NA,NA,22.5,60.3,31,30.8,NA,9.2,NA,63.7,788.3,12.8245,101.607,101.4068,84.21733,-1.7,3,10.48,12.7,10.54,15.25,15.06,13.08,-14.27,-10.36,1.1,NA,-0.4,-21.6,-27.7,107.7,-10.6,-20.5,2.8,16.7,18.7,-8.2,-0.4,-9.4,-1.5,1.2,5.5,20.8,32.1,14.9,-11.2,-23.3,41.3,9.3,14,NA,NA,0.020546504,0.098085603,0.03876955,0.059316053,18.14254545,11.13933333,293.7366566,1.23195587,-3.150433119,0.070376155,-0.260835343,-0.063556683,0.014857616,0.097214439,0.041178411,0.056036028,17.93483217,13.49660951,318.2372028,1.207348145,-3.743828184,0.070956043,-0.264554546,-0.071360796,-0.00482327,845.3421927,17.73754153,26.52159468,-4.88740299,2.082178073,849.9169435,-2.805224917,1.690337874,-4.124157807,-2.433819934,-0.003119939,660,13,19,-3.4436,1.667,664,-1.8454,1.4054,-3.1757,-1.7255,-1.91E-05,-0.005502653,0.002658917,-0.002843736,0.002192462,-0.004878437,-0.002685975,-9.50E-06,-0.00516928,0.002498774,-0.00278716,0.002080505,-0.004668163,-0.002819526,0.000168169,0.003088911,0.001858123,0.003453999,0.001611127,0.002758285,0.003041259,-6.82E-06,-0.005647554,0.002584885,-0.003062669,0.002078344,-0.004861729,-0.002783385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,900,111944,2,530,20,1,40,33,314,2,208,21,69,156,66,55,2,23,131,75,141,0.473451011,0.009826342,0.061637962,0.020545987,0.049131709,0.117022797,0.066997785,0.125955835,0.05895805,0.185807189,0.01875938,0.280497392,0.017866076,0.001786608,0.139355392,0.035732152,0.000893304,0.029479025,0.001786608,1.695490602,-5.665972593,2.484632055,NA,NA,5.291038376,0.990673908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,4,4,1995,1995-04,4.66,4,4.68,6.17,6.86,7.09,1.03,2.43,3.09,2.41,-0.66,92.8165,109.3222,NA,NA,NA,23.8,59.1,32.2,11.1,NA,9.3,NA,62.6,714.48,13.6595,101.2857,101.1255,84.05518,-3.8,-2.6,6.01,4.61,4.29,4.88,12.14,6.39,-13.38,-13.77,-1.7,32,-3.2,-16.3,-32.2,106.2,-9.6,-20.3,4.3,8.9,16.3,-13.4,-3.2,-8.4,-3.7,-0.6,2.7,23,32.8,16.3,-13.8,-24.6,38.1,4.4,13.9,NA,NA,0.028182037,0.098331063,0.035074513,0.06325655,19.60921053,10.9127193,313.6328947,1.15562307,-3.013674754,0.06466959,-0.274995291,-0.05936995,0.018942981,0.099581471,0.040319245,0.059262226,19.76039134,13.54306554,330.5698318,1.265527366,-3.70184871,0.067231088,-0.268309564,-0.068682491,-0.003449551,883.0960699,19.27947598,28.43668122,-5.157882969,2.182795197,888.1484716,-2.975087773,1.786618777,-4.236339301,-2.449720524,-0.003971851,748,15,22,-3.9778,1.4808,753,-2.0128,1.3275,-3.352,-1.7743,8.17E-07,-0.005635463,0.002972034,-0.002663428,0.002557396,-0.004963189,-0.002405794,-8.54E-06,-0.005385145,0.002413344,-0.002794744,0.002059167,-0.004791001,-0.002927405,0.000210497,0.002830867,0.002553704,0.003986081,0.002428781,0.002483859,0.003554737,-4.39E-06,-0.005590883,0.002614013,-0.00297687,0.002126763,-0.004712526,-0.002585763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,789,94078,0,418,17,0,20,17,236,3,185,12,70,109,53,49,2,20,114,68,94,0.444312167,0.006377687,0.074406344,0.021258955,0.052084441,0.121176045,0.072280448,0.09991709,0.056336232,0.196645337,0.012755373,0.250855673,0.018070112,0.003188843,0.115861307,0.021258955,0,0.018070112,0.002125896,1.586981016,-4.296483882,2.07655924,NA,NA,4.912944578,0.949212356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,5,5,1995,1995-05,4.66,4,4.59,5.86,6.58,6.86,1.14,2.2,2.86,2.27,-0.66,91.76,108.1687,NA,NA,NA,24.2,58.7,31.9,11.5,NA,9.3,NA,62,754.05,13.8754,100.9834,100.8609,83.90832,-4.8,-2.6,4.18,4.14,3.87,3.74,8.25,4.3,-11.59,-11.69,-2.4,32.4,-3,-15.2,-32.1,106.2,-10.1,-21.3,5,7.8,15.3,-13.6,-3,-9.1,-3.4,-3,-0.1,20.6,31.1,15.4,-14.6,-25.7,43.6,6.8,14.8,NA,NA,0.025175247,0.103459445,0.039142099,0.064317346,20.43386243,12.71693122,314.7301587,1.348146032,-3.328136508,0.078881238,-0.253914011,-0.04683,0.01457611,0.103650444,0.044537167,0.059113277,19.20379867,14.37070055,318.896104,1.349839834,-3.772662057,0.081773198,-0.261049302,-0.062958884,-0.002536349,816.4292035,17.26548673,26.00884956,-4.425416814,2.098415929,821.199115,-2.327000885,1.727670796,-3.719865487,-1.99219469,-0.00217596,644.5,13,21,-3.1257,1.58555,649.5,-1.5435,1.3362,-2.62075,-1.47275,-8.71E-06,-0.005300939,0.00287747,-0.002423469,0.002440536,-0.00463151,-0.002190975,-3.75E-06,-0.004835373,0.00265777,-0.002183432,0.00214503,-0.004050401,-0.001854365,0.000228926,0.003504897,0.001975128,0.004093733,0.00181494,0.00312961,0.003656051,-5.03E-07,-0.005273518,0.002769911,-0.002503607,0.002250253,-0.004404062,-0.002153809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,814,98250,5,426,9,0,29,30,287,7,188,11,65,150,36,41,3,20,120,55,136,0.433587786,0.009160305,0.066157761,0.020356234,0.04173028,0.122137405,0.055979644,0.138422392,0.036641221,0.191348601,0.011195929,0.292111959,0.009160305,0.007124682,0.152671756,0.029516539,0,0.030534351,0.003053435,1.650890585,-4.773436833,2.113427145,NA,NA,5.249872774,0.955725191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,6,6,1995,1995-06,4.55,4,4.53,5.69,6.53,6.78,1.11,2.23,2.78,2.25,-0.55,92.7145,108.252,NA,NA,NA,22.7,58.9,30.9,6,NA,9.4,NA,60.7,782.54,12.9011,100.7068,100.6188,83.78236,-6.9,-6.1,2.8,-0.13,3.52,2.83,5.3,-1.83,-15.21,-15.8,-3.5,32.7,-3.8,-16.9,-34.9,105.8,-11.3,-22.8,4.7,5.5,15.9,-14,-3.8,-8.7,-3,-8.4,-4.3,22.7,33,18.3,-12.3,-25.1,41.9,10.4,15.3,NA,NA,0.021113713,0.101041875,0.039964081,0.061077794,18.94976068,11.2147265,296.1758547,1.288697741,-3.029586054,0.066252442,-0.242937682,-0.059454419,0.017896982,0.099055435,0.040579227,0.058476209,18.6885469,12.737838,314.7429657,1.28670293,-3.444233383,0.067906491,-0.256599441,-0.066223432,-0.006404174,858.9031008,17.59689922,27.99612403,-4.637374031,2.242102326,863.9573643,-2.395271705,1.789837209,-3.975517442,-2.185680233,-0.003531319,638,13,21,-3.237,1.72655,643,-1.67655,1.32035,-2.98495,-1.575,-3.94E-05,-0.005550556,0.002802518,-0.002748038,0.002338023,-0.005014778,-0.002676755,-6.68E-06,-0.005196619,0.002640056,-0.002345638,0.002003655,-0.004475737,-0.002350102,0.000223667,0.003244758,0.001521164,0.003798423,0.001426342,0.003119999,0.003627869,-1.87E-05,-0.005189142,0.002714559,-0.002474583,0.002163165,-0.004508221,-0.002345056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,806,101717,1,515,15,1,31,33,267,4,201,7,88,154,76,38,0,28,137,89,117,0.506306714,0.010814318,0.086514545,0.027527355,0.037358554,0.134687417,0.087497665,0.11502502,0.074717107,0.197607086,0.006881839,0.262492995,0.014746797,0.003932479,0.151400454,0.030476715,0.00098312,0.032442954,0,1.781413136,-5.772279993,2.278680277,NA,NA,5.254775505,1.002782229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,7,7,1995,1995-07,4.57,4,4.56,5.8,6.62,6.86,1.1,2.29,2.86,2.3,-0.57,94.0134,109.3068,NA,NA,NA,21.1,59.2,29.9,9.8,NA,9.4,NA,60.8,769.61,11.871,100.4692,100.4108,83.68848,-10.4,-7.9,-0.04,-1.78,3.5,0.73,2.24,-3.6,-25.73,-22.74,-5.3,34.6,-4.6,-17.9,-35.8,105.3,-14,-22.1,5.9,4,12.9,-14.9,-4.6,-8.7,-2,-6.4,-4.3,21.4,33.1,21.3,-9.1,-22.6,43.2,9.1,15.2,NA,NA,0.024841179,0.096624168,0.035891494,0.060732673,16.33682712,10.24032738,268.6600781,1.003270556,-2.824835517,0.063393902,-0.254811024,-0.055926468,0.014077906,0.101165103,0.043543599,0.057621505,17.65106108,13.52595756,306.2539596,1.254283411,-3.646245256,0.074718659,-0.267969982,-0.072261797,-0.006793711,790,17.13636364,24.82828283,-4.583912626,2.055814646,794.4494949,-2.52809798,1.703927273,-3.861763131,-2.157835859,-0.010021528,622,13.5,19,-3.70635,1.56475,626.5,-1.8681,1.2801,-3.26645,-1.78455,-5.45E-06,-0.005678977,0.002719247,-0.00295973,0.002382213,-0.004902671,-0.002520459,-3.95E-06,-0.004914134,0.002451392,-0.00271375,0.001972589,-0.004583708,-0.002474826,0.000220092,0.003932195,0.001870333,0.004387241,0.001889857,0.003318058,0.003805083,-3.09E-06,-0.005665621,0.002468847,-0.003196774,0.002098682,-0.004767385,-0.002668703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,655,101851,5,423,16,1,31,38,319,7,175,12,72,165,49,44,2,32,145,105,125,0.415312564,0.020618354,0.0706915,0.031418445,0.043200361,0.142364827,0.103091771,0.122728299,0.048109493,0.171819619,0.011781917,0.31320262,0.015709222,0.006872785,0.162001355,0.030436618,0.000981826,0.037309403,0.001963653,1.749614633,-6.180734993,2.428536442,NA,NA,5.029896614,0.987717352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,8,8,1995,1995-08,4.4,3.5,4.46,5.66,6.48,6.74,1.04,2.34,3.24,2.28,-0.9,93.1505,108.0084,NA,NA,NA,22,60.6,30.1,14.1,NA,9.5,NA,60.2,822.14,12.3954,100.2593,100.227,83.61752,-11.5,-8.6,-2.22,-2.23,1.53,2.48,-4.07,-6.68,-19.92,-15.71,-6.6,34.8,-8.6,-15.4,-43,103.6,-15.2,-23.1,7,2.5,11.3,-15.4,-8.6,-9.2,-3.4,-10.8,-9.5,21,33.8,27.6,-11.4,-24.4,44,6.1,15.2,NA,NA,0.027495771,0.097112541,0.034808385,0.062304156,16.11336945,9.052683179,252.043354,1.039842373,-2.507246793,0.062066796,-0.256533534,-0.065065677,0.015182353,0.101039513,0.04292858,0.058110933,18.11992391,13.86422929,311.0450368,1.186648473,-3.820644781,0.069758072,-0.256528819,-0.07384912,-0.005453377,830.2594595,18.23783784,25.56756757,-4.934407027,1.877242703,835.4162162,-3.057164324,1.510427568,-3.928832973,-2.418405405,-0.002679149,638,14,18,-3.6377,1.5474,643,-1.9,1.26,-3.0783,-1.711,-1.57E-05,-0.004811692,0.00246138,-0.002350313,0.002035204,-0.004324982,-0.002289778,-5.48E-06,-0.004700057,0.00200935,-0.00202727,0.001632772,-0.004319939,-0.002188139,0.000173798,0.002837516,0.002203009,0.00332814,0.001977517,0.002595413,0.002953433,-1.07E-05,-0.0053463,0.002408839,-0.002937461,0.001965287,-0.004665383,-0.002700096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,441,109659,2,426,11,1,16,32,310,5,185,14,75,153,54,41,1,22,125,61,165,0.388477006,0.014590686,0.068393839,0.020062193,0.037388632,0.113989732,0.055626989,0.150466446,0.049243564,0.168704803,0.01276685,0.282694535,0.010031096,0.004559589,0.139523432,0.014590686,0.000911918,0.029181371,0.000911918,1.562115285,-4.04124159,1.303387538,NA,NA,4.705496129,0.861762372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,9,9,1995,1995-09,4.2,3.5,4.19,5.38,6.25,6.59,1.12,2.39,3.09,2.4,-0.7,92.9152,107.346,NA,NA,NA,22.7,60.5,30.1,17.4,NA,9.6,NA,60,820.36,12.8179,100.0728,100.0637,83.56596,-10.5,-7.6,-1.42,-0.75,4.18,4.84,-5.44,-8.94,-20.15,-16.38,-9.2,35.1,-8.9,-14.4,-44.4,102.6,-22.1,-24,9.6,4,7.4,-15.9,-8.9,-8.1,-3.7,-10.3,-10.6,18.4,32.1,27.5,-11.9,-26.6,43.1,6.1,14.1,NA,NA,0.025762813,0.099969816,0.037103501,0.062866314,18.94642857,11.31966991,300.44954,1.274299269,-3.175327881,0.070065779,-0.254176911,-0.05896999,0.016836081,0.103641636,0.043402777,0.060238858,20.03495761,14.3718599,321.0103748,1.304451288,-3.918982353,0.072270707,-0.256599177,-0.069874455,-0.002385425,844.0351438,17.93929712,28.28753994,-4.934744728,2.134101278,848.884984,-2.80064345,1.703822364,-4.069455272,-2.365632907,0.001071496,671,13,21,-3.5997,1.8015,675,-1.7956,1.4772,-3.2307,-1.8693,5.29E-06,-0.005691195,0.002776466,-0.002914729,0.002323992,-0.005072658,-0.002748666,7.64E-06,-0.005544385,0.002599928,-0.002496994,0.002167069,-0.005094237,-0.002816307,0.000170129,0.00397033,0.001559743,0.004236039,0.00144738,0.003493549,0.003717375,-2.49E-06,-0.005553864,0.002597079,-0.002956785,0.002119118,-0.004846313,-0.002727195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,659,113494,2,498,10,1,29,35,349,2,235,11,90,173,80,49,1,23,139,69,112,0.438789716,0.016740973,0.079299346,0.020265388,0.043174088,0.122473435,0.060796165,0.098683631,0.070488308,0.207059404,0.009692142,0.307505243,0.008811038,0.001762208,0.152430966,0.025552012,0.000881104,0.030838635,0.000881104,1.696124905,-4.824383437,2.373948261,NA,NA,5.237281266,0.993885139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,10,10,1995,1995-10,4.1,3.5,4.09,5.33,6.22,6.57,1.07,2.47,3.07,2.48,-0.6,94.601,108.7805,NA,NA,NA,21.5,59.2,29.5,9.8,NA,9.7,NA,60,807.47,12.1219,99.8975,99.91028,83.5238,-12.6,-9.3,-4.1,-3.96,3.52,5.4,-9.38,-11.77,-22.46,-20.83,-9.4,35.1,-10.9,-13.2,-45.3,101.8,-20.9,-25.9,9.6,2.2,4.9,-19,-10.9,-8.5,-4,-13.7,-12,21.7,35.3,30.1,-14,-25,40.6,2.7,13.6,NA,NA,0.027022503,0.102747391,0.037862444,0.064884947,20.24362069,11.96271552,306.172069,1.25243649,-3.413243494,0.062022769,-0.270361358,-0.065564434,0.021232484,0.103713151,0.041240334,0.062472818,19.52905274,13.7328573,317.2172213,1.348410598,-4.015860032,0.072110743,-0.273447061,-0.068956968,-0.002241952,876.8434783,18.99565217,28.55652174,-5.249603913,2.383807391,881.7173913,-2.865796522,1.91935087,-4.284412609,-2.365061739,-0.002189535,678,13.5,23.5,-3.59575,2.04365,684,-1.51175,1.61605,-3.3624,-1.68,6.36E-06,-0.005379998,0.00276984,-0.002610158,0.002243202,-0.004781269,-0.002538067,5.93E-06,-0.005068528,0.002686879,-0.002197059,0.002193295,-0.004520685,-0.002150888,0.000166665,0.002887908,0.001386855,0.003370858,0.001269167,0.002571159,0.003022702,-3.19E-06,-0.005776876,0.002778596,-0.00299828,0.002203482,-0.004985318,-0.002781836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,589,114833,1,541,15,0,26,17,359,3,235,17,49,151,44,43,6,23,126,78,102,0.471118929,0.020029086,0.042670661,0.020029086,0.037445682,0.109724557,0.067924725,0.088824641,0.038316512,0.204645006,0.014804107,0.312627903,0.013062447,0.002612489,0.131495302,0.022641575,0,0.014804107,0.005224979,1.618001794,-3.630010976,1.255599794,NA,NA,4.834847126,0.98403769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
