;Metadaten;;;;;;;Bewertungsteil;;;;;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;9;Zukunft;Deutschland;;große Belastung, steigende Mehrwertsteuer, steigende Wachstumsrate, DIHT, Binnennachfrage, baufällige Konjunktur;-1;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;10;Gegenwart;Deutschland;;hochgespannte Erwartungen, stagnierende Wirtschaft, steigende Arbeitlosenzahl, Teilzeitjobs;-2;;
8;http://www.zeit.de/2006/10/Argument_10/komplettansicht?print=true;2006;10;Zeit;Bester Laune am Abgrund entlang;Klaus-Peter Schmid;11;Zukunft;Deutschland;;Merkel-Faktor, vorsichtiges Plus, Wirtschaftsleistung, Vertrauen, Konjunktur, psychologisches Wunder;0;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;1;Gegenwart;Deutschland;;Aktienmarkt, steigende Kurse, hohe Unternehmensgewinne, Dax;3;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;2;Gegenwart;Deutschland;;Das, kräftige Gewinne, Aktiengesellschaftem, Atlanta, FMC, EON, Siemens, Deutsche Telekom, Euphorie;2;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;3;Vergangenheit;Deutschland;;Blase, hohe Kurse;0;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;4;Vergangenheit;Deutschland;;Euphorie, Börse, vorauseilender Unternehmensgewinn, Deutsche bank, wachsende Gewinne, Kurs-Gewinn-Verhältnis, Oppenheim, Jahresgewinn;1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;5;Gegenwart;Deutschland;;günstige Aktien,Haken;1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;6;Gegenwart;Deutschland;;hohe Gewinne, hohe Eigenkapitalrenditen, Analysten, günstige Aktien, historisches Mittel, Kurs-Gewinn-Verhältnis, Globalisierung, schwach-steigende Löhne, außergewöhnliche Renditen;1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;7;Gegenwart;Deuschland, USA;;rekordverdächtige Gewinnmargen, Investitionen, steigende Zinsen, Lohnkürzungen, steigende Rohstoffpreise, fallender Dollarkurs;-1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;8;Zukunft;Europa;;übertriebener Optimismus, Morgan Stanley, Analysten, steigende Margen, Rekord;1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;9;Zukunft;USA, Europa, Japan;;Notenbanken, teureres Geld, Ben Bernanke, überschießende Wirtschaft, EZB, Jean-Claude-Trichet, Inflationsrisiken, Leitzins, steigende Prognosen;-1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;10;Gegenwart;Welt;;Finanzmärkte, Zinserhöhungen, teurer Wetten, höhere Renditen, Staatsanleihen, Geldmarktpapiere, weniger Risiken, Schwellenländer, europäische Aktien, Risikofreude;-1;;
9;http://www.zeit.de/2006/11/Argument_11/komplettansicht?print=true;2006;11;Zeit;Aktien sind keine Schnäppchen mehr;Robert von Heusinger;11;Gegenwart;Welt;;fehlende Blasenbildung;1;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;1;Vergangenheit;Deutschland;Nordhein-Westfalen, Essen;Thomas Middelhoff, KarstadtQuelle, vielseitige Trennung, größter Immobiliendeal;-1;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;2;Gegenwart;Deutschland;Nordhein-Westfalen, Essen;Käufer, Whitehall-Fond, Goldman Sachs, andere Interessenten, Schulden;1;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;3;Zukunft;Deutschland;Nordhein-Westfalen, Essen;Pump-Finanzierung, Goldman Sachs, Karstadt, Privatanleger, Milliardendeal, Mieteinnahmen;-2;;
10;http://www.zeit.de/2006/14/Kolumne/komplettansicht?print=true;2006;14;Zeit;Karstadt kauft sich selbst;Marcus Rohwetter;4;Zukunft;Deutschland;Nordhein-Westfalen, Essen;Middelhoff, Karstadt, Bilanz-Show, Versandhandel, Gesamtumsatz, Lonsdale, Quelle;0;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;1;Zukunft, Gegenwart;Deutschland;;häufen Streiks, aufbegehren Gewarkschaften, härter Tarifauseinandersetzungen, zugenommen Kämpfe, weniger Kampkraft, verloren-gehen gleichmäßige-Lohnentwicklung   ;-2;;1 Stunde 30 Minuten
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;2;Vergangenheit, Gegenwart, Zukunft;Deutschland;;IG-Metall, wegweisend Tarifabschlüsse,ungleich Tarifabschlüsse, gemeinsamen Trends;1;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;3;Gegenwart;Deutschland;;Warnstreiks, demonstrieren Kampfkraft-IG-Metall, ver.di, historische Niederlage-ver.di, kein Mehr-Geld, mehr Arbeit, fürchten Nullrunde, gesenkt Löhne, kaum-größer Gegensätze;-3;Metaller = IG-Metall;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;4;Gegenwart, Vergangenheit;Deutschland;Niedersachsen;zersplittern Branchen-Tarife, unterschiedlichsten Regeln, BAT, TVöD, lokale Sondervereinbarungen, neue Niedrigstlohngruppen, privater Branchen-Tarife, Einzelvereinbarungen, betriebliche Öffnungsklauseln, Betriebsteilen-Auslagerung, ausscheren Flächenvereinbarungen, geringer Lohnabschlüsse-Wert, weit-abweichend Lohnentwicklung ;-2;BAT = Bundesangestelltentarifvertrag, TVöD = Tarifvertrag-für-den-öffentlichen-Dienst;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;5;Gegenwart, Vergangenheit;Deutschland;;schwerer Lohnunterschiedsverringerung, höhere Gehälter-Kampf, einheitliche Löhne-Kampf, ähnliche Tarifsteigerungen-Kampf, zusammenbleibend Lohngefüge-Kampf, Systemauflösung, gravierenden  Gesellschaftsfolgen ;-2;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;6;Gegenwart, Zukunft;Deutschland;;eigene Berufsgruppen-Tarifkämpfe, ausreizen Blockademöglichkeiten, lamlegen Wirtschaftsbereiche;-2;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;7;Zukunft, Gegenwart;Deutschland;;auseinander-driften Löhne, ungetrübt Lohnetwicklung-Ökonomen,extrem- große Lohnunterschiede-Qualifikation, großmöglichste Marktefiizienz-Ökonomen, keine Marktgerechtigkeit-Ökonomen ;-1;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;8;Gegenwart, Zukunft;Deutschland;;kühle Marktlogik, beeinflussen Einkommenverteilung, entgegenwirken Gewerkschaft-Schwäche, steigen Spitzensteuersatz, nötiger Kombilohn;-1;Verneinungen?;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;9;Gegenwart, Vergangenheit;Deutschland, Osteuropa;;dringlicher Herstellung-Aufstiegschancen, fallend Aussichten, abwandern Industriejobs, unsichersten Niedriglohnsektor, notwendig-kümmern Bildungschancen,  notwendig-kümmern Aufstiegschancen;-2;;
11;http://www.zeit.de/2006/16/Argument/komplettansicht?print=true;2006;16;Zeit;Mehr Kämpfe, weniger Kampfkraft;Kolja Rudzio;10;Gegenwart;Deutschland;;vorübergehend Gewerkschaftsgruppen-Stärle-Gewinn, Machtschwund, machtlos Staat, kümmern Gesellschaftsfolgen;-1;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;1;Gegenwart, Vergangenheit;Deutschland;;Altana, Schweigen-Verhandlungen, verhindern öffentliche Unruhe, verhandelt Arbeitsplätze, Quandt, Pharmaforschung-Zukunft;-1;Kommunikationschef-Altana = Thomas-Gauly, Generalbevollmächtigte-Altana = Thomas-Gauly;1 Stunde
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;2;Gegenwart, Zukunft;Deutschland;Hessen,Bad-Homburg;Quandt, deutsche Wurzeln-Schweickardt, Altana, Zukunft-Ausland,scheitern weltweiten Wettbewerb, BMW;-1;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;3;Zukunft, Gegenwart;Deutschland;;Auflösen-Schweickardt, verselbststätigen-Schweickardt, Eckart, vergrößern kritische-Börsenmasse-Schweickardt Deutsche Bank, Goldman Sachs, Firmensuche-Schweickardt;0;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;4;Gegenwart, Vergangenheit, Zukunft;Deutschland;;medikamentgebunden Zuwachsraten, Altana, kein-adäquates Nachfolgepräparat, absehbare Lücke-Analyst, heißen Verhandlungsphasen-Analyst, schmelzen Einnahmen-Analyst;-2;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;5;Zukunft, Gegenwart, Vergangenheit;Deutschland;"Baden-Württemberg, Singen; Baden-Württemberg, Konstanz";intensive Gespräche-Schweickardt, sparen Gebühren-Börsianer, nervös Konzernstimmung, Altana, Zukunftsangst, hemmt kreativen-Forschungsgeist, Zukunfsunsicherheit;-2;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;6;Gegenwart, Vergangenheit, Zukunft;Deutschland;Brandenburg, Oranienburg;Geschäftsrückzug-Klatten, Byk-Gulden-Werke, Altana, auslösen Renditerausch, unklar Zukunft;-1;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;7;Gegenwart, Vergangenheit;Deutschland;;Stark-steigende Forschungskosten-Schweickardt, kürzere Vermarktungszeiten-Schweickardt, patentgeschützte Medikamente-Schweickardt, milliardenschwere Rückrufrisiken-Schweickardt, signifikant-veränderten-strategischen Rahmenbedingungen-Schweickardt, Pharmageschäftsöffnung-Klatten, aufgeben Mehrheitsaktionärin-Position-Klatten;-1;;
12;http://www.zeit.de/2006/21/Altana_xml/komplettansicht?print=true;2006;21;Zeit;Ein Konzern wird zerlegt;Cerstin Gammelin;8;Gegenwart, Zukunft;Deutschlnad, Japan, USA, Europa;;wegweisend Verhandlungsergebnis, ankurbeln Forschung, Altana, Novartis, Boehringer-Ingelheim, zulasten Labore;-1;Bodensee?;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;1;Vergangenheit, Gegenwart;Großbritannien, Schottland;;Bewegung-Strom, erste Wellenkraftwerk;1;;1 Stunde
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;2;Vergangeheit, Gegenwart;Schottland;;Pelamis, alternativ Stromerzeugung;0;griechisch ;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;3;Gegenwart;Schottland;;Pelamis, aussichtreisten Stromumwandel-Projekte;2;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;4;Gegenwart, Zukunft;Deutschland;;deutsche Standort-Chancen, kaum Platz, EnBW, geeigneten Standort-EnBW;1;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;5;Gegenwart, Zukunft;Schottland, Europa, Großbritannien;;Energiewende, Prototypen-EMEC, Pelamis, überall einsatzfähig-Mill;2;"European-Marine-Energy-Centre = EMEC; EMEC-Direktor = Mill;wie zusammenfassen???";
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;6;Gegenwart, Zukunft;Schottland, England, Portugal;;standortunabhängig-Pelamis, OPD, Enersis, größerern Auftrag, Wellenenergiekonverter, weitere-hinzukommen Energieschlangen;1;Ocean-Power-Delivery = OPD, Energieschlangen = Pelamis;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;7;Gegenwart;Schottland, Großbritannien, England, USA, Spanien, Frankreich;;Meer-Energiegewinnung, bemühen Wagniskapital, SMD-Hydrovision, Marine-Current- Turbines, Seagen, Ocean-Power-Technologies, Iberdola, arbeitet Prototyp, PowerBuoy;1;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;8;Zukunft, Vergangenheit;Deutschland, England, Welt;Sachsen, Leipzig;Meeresenergieparks-Zukunft, enorm Stromernte;2;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;9;Gegenwart, Zukunft;Welt;;vergleichbaren Kosten, baldigen Höhenflug-Pelamis, wirtschaftlich Meerenergiegewinnung;2;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;10;Gegenwart, Zukunft;Schottland, Saudi-Arbien, Europa, USA;;Standortkonkurenz;0;;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;11;Vergangenheit, Gegenwart;USA;;EPRI, hoch amerikanisches-Standortpotential, längfristigiger Orientierung-Energieprojekte;1;Electric-Power-Research-Institute = EPRI;
13;http://www.zeit.de/2006/22/E-Wellenenergie_xml/komplettansicht?print=true;2006;22;Zeit;Strom aus der Welle;Lothar Lochmaier;12;Gegenwart, Vergangenheit, Zukunft;Deutschland, Welt, Schottland;;zunehmen Gehörfindung, Voith-Siemens-Hydro, Wavegen, weltweit-führenden Unternehmen-Voith-Siemens-Hydro, technologisch Vorreiter- Wavegen;2;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;1;Vergangenheit, Gegenwart;Deutschland;;zu-nett Kritiker, konzeptionellen Durcheinander, unerkennbar ökonomische-Konzept, abhanden-kommen Ziele, senken Lohnnebenkosten;-2;;15 Minuten
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;2;Vergangenheit,;Deutschland;;Koalitionsverhandlungen, senken Lohnnebenkosten, gering Einnahmen-Anteil;-1;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;3;Gegenwart, Vergangenheit;Deutschland;;steigend Krankenkassenbeiträge, kaum Gesundheitsreform-Einsparungen, überraschen-hohe Überschüsse;-1;;
14;http://www.zeit.de/2006/23/Im_Zweifel_gegen_die_Buerger/komplettansicht?print=true;2006;23;Zeit;Im Zweifel gegen die Bürger;Elisabeth Niejahr;4;Zukunft, Gegenwart;Deutschland;;andersaussehende Koalitionspolitik-Merkel-Steinbrück -Müntefering, senken Beiträge-Merkel-Steinbrück -Müntefering, stärker-steuerfinanzieren Sozialstaat-Merkel-Steinbrück -Müntefering, keine-verdient Nachsicht;-2;;
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;1;Vergangenheit, Gegenwart;Deutschland;;ver.di, indäquat Vertretung-Ärzte, Marburger-Bund, verschärft Ausstand, rund-um-die-Uhr Streik, anstehen Verhandlusabschluss;-1;;10 Minuten
15;http://www.zeit.de/2006/25/Kasten_-rztestreik_xml/komplettansicht?print=true;2006;25;Zeit;Kampf an allen Fronten;Meyer-Timpe;2;Vergangenheit, Zukunft;Deutschland;;Verhandlungsabbruch, Streikentscheidung;-1;;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;1;;Deutschland;;Steuerentlastung-Unternehmen, niedrig-besteuern Gehälter, Siemens, Allianz, happige Konzerngewinne, hoch Entlassungen, geschont Einkommen-aus-Vermögen;-3;;15 Minuten
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;2;Gegenwart, Zukunft;Deutschland;;sinvoll Unternehmensbesteuerungsreform, korrigieren Wettbewerbsnachteile, senken Körperschaftsteuer, einheitlich Zinseinnahmenbelastung, gestärkt Gewerbesteuer, stur-bleine-Steinbrück;3;Umschwung;
16;http://www.zeit.de/2006/27/Kolumne/komplettansicht?print=true;2006;27;Zeit;Steinbrück muss stur bleiben;Klaus-Peter Schmid;3;Zukunft, Gegenwart;Deutschland;;soliden Zahlen-Konzept, drückt Festlegung, Einwände-Schwarz-Rot, Änderungswünsche-Schwarz-Rot, beschädigt Finanzministerbegrenzten Stuerreform, beweisen Handlungsfähigkeit;-1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;1;Gegenwart;Deutschland;Mecklenburg-Vorprommern, Eggesin;neuen Möbelgeschäft, ökologisch, überall Erfolg-Kropidlo;0;nichtsaussagend!;1 Stunde 30 Minuten
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;2;Vergangenheit, Gegenwart ;Deutschland, Polen;Mecklenburg-Vorprommern, Eggesin;fortziehen Jugend, ärmste Gegend;-1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;3;Vergangenheit, Gegenwart ;Deutschland, Polen;Mecklenburg-Vorprommern, Eggesin;warben Fernsehspots, gebraucht Geschäftsidee, verlässlicher regeln, höher Nettoeinkommen;1;abzüglich-der-Steuer = Netto;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;4;Gegenwart;Deutschland, Polen;Mecklenburg-Vorprommern, Uecker-Radow;schwach Kaufkraft, geringste Vergleichswert, hoch Sozialhilfeempfängeranzahl, hoch Arbeitslosenanzahl, Hoffnung-Osten, gut-betucht Einwohner-Stettin;-1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;5;Vergangenheit, Gegenwart ;Deutschland, Polen, Europa;;EU-Osterweiterung, Ausnahmefälle-Arbeitnehmer, erwünscht Unternehmer, erwünscht Mieter, angezogen Preise, knapp Wohnungen, teuer Wohnungen, annähern Kaufkraft;-1;2 adjektive?;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;6;Gegenwart;Deutschland, Polen, Europa;Mecklenburg-Vorprommern, Löcknitz;reiche polen, arme Deutsche, verkehrte Welt, wagen Nachbarn, neu Mittelschicht-Polen, weniger Mittelschicht-Deutschland, agiler Kleinunternehmer-Heise, Pomerania, entsteht leistungsdruck, fallend Preise-Heise, arbeitswillig Polen-Heise ;-1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;7;Gegenwart;Deutschland, Polen;"Brandenburg; Mecklenburg-Vorprommern, Uecker-Radow";IHK-Neubrandenburg, unterscheiden Wirtschaftserwartungen-Haasch, mobil Polen-Haasch, qualifiziert Polen-Haasch, globaler Deutsche-Haasch, flexibel Mentalitätseinstellung-Polen-Haasch  ;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;8;Gegenwart, Zukunft;Deutschland, Polen;Mecklenburg-Vorprommern, Eggesin;Bewegungsanfang, notgedrungen Lage-Gutgesell, neu Betriebsverhandlungen, neu Uni-Zweigstelle;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;9;Vergangenheit, Gegenwart ;Deutschland, Polen;Mecklenburg-Vorprommern;gestiegen Kleinunternehmer-Zuwanderung, billiges Ackerland, gestiegen Investitionen, gestiegen Mieteranzahl, leer-stehende Plattenbauten, eröffnen Beratungsbüro ;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;10;Gegenwart;Deutschland, Polen;Mecklenburg-Vorprommern, Löcknitz;profitiert Grenznähe-Löcknitz, voll Plattenbauten, ausgewiesen Bauplätte, offen Zuwanderungspolitik-Meistring, zugreifen-Meistring, aussieben-Gutgesell, gestiegen Kindergeldauszahlungen, Existengründerförderung, zukunfsunträchtige Ideen;1;;
17;http://www.zeit.de/2006/30/Grenzverkehr-Polen/komplettansicht?print=true;2006;30;Zeit;Arme Deutsche, reiche Polen;Cordula Tutt;11;Gegenwart, Vergangenheit, Zukunft;Deutschland, Polen;Mecklenburg-Vorprommern, Löcknitz;Boom-Meistring, steigend Gewerbeanmeldungen, steigend Arbeitsplätze, steigend Hallenvermietung,knapp Kindergartenplätze, ausweitung Supermärkte;2;;
