"",BBEX3.D.NOK.EUR.BB.AC.000,BBEX3.D.NOK.EUR.BB.AC.000_FLAGS
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,8.0830,
2013-08-27,8.0290,
2013-08-28,8.0590,
2013-08-29,8.0490,
2013-08-30,8.0905,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,8.0095,
2013-09-03,8.0010,
2013-09-04,8.0035,
2013-09-05,8.0480,
2013-09-06,8.0020,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,8.0220,
2013-09-10,7.8610,
2013-09-11,7.8500,
2013-09-12,7.8555,
2013-09-13,7.8695,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,7.8920,
2013-09-17,7.8655,
2013-09-18,7.8915,
2013-09-19,7.8420,
2013-09-20,8.0065,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,7.9710,
2013-09-24,8.0200,
2013-09-25,8.1330,
2013-09-26,8.0625,
2013-09-27,8.1030,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,8.1140,
2013-10-01,8.1310,
2013-10-02,8.1320,
2013-10-03,8.1090,
2013-10-04,8.1145,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,8.1270,
2013-10-08,8.0820,
2013-10-09,8.1100,
2013-10-10,8.1900,
2013-10-11,8.1285,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,8.1325,
2013-10-15,8.1180,
2013-10-16,8.1365,
2013-10-17,8.1150,
2013-10-18,8.0985,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,8.0920,
2013-10-22,8.1335,
2013-10-23,8.1360,
2013-10-24,8.1210,
2013-10-25,8.1370,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,8.1300,
2013-10-29,8.1195,
2013-10-30,8.0800,
2013-10-31,8.1040,
2013-11-01,8.0460,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,8.0165,
2013-11-05,8.0520,
2013-11-06,8.0505,
2013-11-07,8.0160,
2013-11-08,8.1755,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,8.2065,
2013-11-12,8.2995,
2013-11-13,8.3380,
2013-11-14,8.3310,
2013-11-15,8.2535,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,8.2685,
2013-11-19,8.2285,
2013-11-20,8.2280,
2013-11-21,8.2065,
2013-11-22,8.2065,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,8.2755,
2013-11-26,8.2685,
2013-11-27,8.2530,
2013-11-28,8.2760,
2013-11-29,8.3200,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,8.3095,
2013-12-03,8.2900,
2013-12-04,8.3105,
2013-12-05,8.4035,
2013-12-06,8.4340,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,8.4285,
2013-12-10,8.4015,
2013-12-11,8.4215,
2013-12-12,8.4765,
2013-12-13,8.4900,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,8.4345,
2013-12-17,8.4600,
2013-12-18,8.3795,
2013-12-19,8.3830,
2013-12-20,8.4160,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,8.3975,
2013-12-24,8.4345,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,8.4475,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,8.4255,
2013-12-31,8.3630,
2014-01-01,.,No value available
2014-01-02,8.4025,
2014-01-03,8.3585,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,8.3900,
2014-01-07,8.3850,
2014-01-08,8.4110,
2014-01-09,8.4075,
2014-01-10,8.4025,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,8.3620,
2014-01-14,8.3340,
2014-01-15,8.3185,
2014-01-16,8.3890,
2014-01-17,8.3795,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,8.3775,
2014-01-21,8.3720,
2014-01-22,8.3655,
2014-01-23,8.3325,
2014-01-24,8.3915,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,8.4380,
2014-01-28,8.4050,
2014-01-29,8.4380,
2014-01-30,8.4680,
2014-01-31,8.5110,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,8.4525,
2014-02-04,8.5200,
2014-02-05,8.4580,
2014-02-06,8.4000,
2014-02-07,8.4120,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,8.3580,
2014-02-11,8.3680,
2014-02-12,8.3320,
2014-02-13,8.3365,
2014-02-14,8.3550,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,8.3200,
2014-02-18,8.3430,
2014-02-19,8.3185,
2014-02-20,8.3625,
2014-02-21,8.3670,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,8.2780,
2014-02-25,8.2880,
2014-02-26,8.3070,
2014-02-27,8.2735,
2014-02-28,8.2750,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,8.3175,
2014-03-04,8.2485,
2014-03-05,8.2305,
2014-03-06,8.2265,
2014-03-07,8.2780,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,8.2820,
2014-03-11,8.2385,
2014-03-12,8.2870,
2014-03-13,8.2575,
2014-03-14,8.3075,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,8.2800,
2014-03-18,8.3050,
2014-03-19,8.3175,
2014-03-20,8.3705,
2014-03-21,8.3695,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,8.3495,
2014-03-25,8.3400,
2014-03-26,8.3320,
2014-03-27,8.2655,
2014-03-28,8.2455,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,8.2550,
2014-04-01,8.2270,
2014-04-02,8.2150,
2014-04-03,8.2300,
2014-04-04,8.2125,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,8.2405,
2014-04-08,8.2360,
2014-04-09,8.2195,
2014-04-10,8.2160,
2014-04-11,8.2605,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,8.2400,
2014-04-15,8.2295,
2014-04-16,8.2400,
2014-04-17,8.2824,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,8.2615,
2014-04-23,8.2715,
2014-04-24,8.2785,
2014-04-25,8.2845,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,8.3145,
2014-04-29,8.2810,
2014-04-30,8.2720,
2014-05-01,.,No value available
2014-05-02,8.2355,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,8.2605,
2014-05-06,8.2420,
2014-05-07,8.2235,
2014-05-08,8.1780,
2014-05-09,8.1370,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,8.1395,
2014-05-13,8.1300,
2014-05-14,8.1165,
2014-05-15,8.1050,
2014-05-16,8.1505,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,8.1355,
2014-05-20,8.1360,
2014-05-21,8.1390,
2014-05-22,8.1200,
2014-05-23,8.1305,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,8.1245,
2014-05-27,8.1185,
2014-05-28,8.1020,
2014-05-29,8.1106,
2014-05-30,8.1425,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,8.1605,
2014-06-03,8.1815,
2014-06-04,8.1655,
2014-06-05,8.1360,
2014-06-06,8.1495,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,8.0997,
2014-06-10,8.0890,
2014-06-11,8.1085,
2014-06-12,8.1085,
2014-06-13,8.1255,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,8.1190,
2014-06-17,8.1300,
2014-06-18,8.1695,
2014-06-19,8.3140,
2014-06-20,8.3420,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,8.3240,
2014-06-24,8.3035,
2014-06-25,8.3585,
2014-06-26,8.3565,
2014-06-27,8.3680,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,8.4035,
2014-07-01,8.4380,
2014-07-02,8.4250,
2014-07-03,8.4810,
2014-07-04,8.4115,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,8.4020,
2014-07-08,8.3965,
2014-07-09,8.4035,
2014-07-10,8.3770,
2014-07-11,8.3770,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,8.4100,
2014-07-15,8.4305,
2014-07-16,8.3850,
2014-07-17,8.3825,
2014-07-18,8.3575,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,8.3975,
2014-07-22,8.3440,
2014-07-23,8.3235,
2014-07-24,8.3610,
2014-07-25,8.3395,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,8.3365,
2014-07-29,8.3620,
2014-07-30,8.3770,
2014-07-31,8.4050,
2014-08-01,8.4390,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,8.4285,
2014-08-05,8.3865,
2014-08-06,8.4105,
2014-08-07,8.3700,
2014-08-08,8.3600,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,8.2790,
2014-08-12,8.2425,
2014-08-13,8.2375,
2014-08-14,8.2260,
2014-08-15,8.2205,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,8.2315,
2014-08-19,8.1975,
2014-08-20,8.2035,
2014-08-21,8.1630,
2014-08-22,8.1495,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,8.1515,
2014-08-26,8.1460,
2014-08-27,8.1555,
2014-08-28,8.1525,
2014-08-29,8.1465,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,8.1330,
2014-09-02,8.1220,
2014-09-03,8.1605,
2014-09-04,8.1175,
2014-09-05,8.1370,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,8.1540,
2014-09-09,8.1715,
2014-09-10,8.2005,
2014-09-11,8.2035,
2014-09-12,8.2405,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,8.2750,
2014-09-16,8.2790,
2014-09-17,8.3040,
2014-09-18,8.1895,
2014-09-19,8.1540,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,8.1475,
2014-09-23,8.1595,
2014-09-24,8.1790,
2014-09-25,8.1450,
2014-09-26,8.1675,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,8.1960,
2014-09-30,8.1190,
2014-10-01,8.1420,
2014-10-02,8.1475,
2014-10-03,8.1785,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,8.1575,
2014-10-07,8.1650,
2014-10-08,8.1945,
2014-10-09,8.1910,
2014-10-10,8.2580,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,8.2295,
2014-10-14,8.2900,
2014-10-15,8.3800,
2014-10-16,8.4565,
2014-10-17,8.3815,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,8.3900,
2014-10-21,8.3670,
2014-10-22,8.3815,
2014-10-23,8.3090,
2014-10-24,8.3400,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,8.3950,
2014-10-28,8.4415,
2014-10-29,8.4675,
2014-10-30,8.4605,
2014-10-31,8.4900,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,8.4640,
2014-11-04,8.5775,
2014-11-05,8.5740,
2014-11-06,8.5165,
2014-11-07,8.4965,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,8.4235,
2014-11-11,8.4865,
2014-11-12,8.4415,
2014-11-13,8.4565,
2014-11-14,8.4530,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,8.4440,
2014-11-18,8.4290,
2014-11-19,8.4930,
2014-11-20,8.4920,
2014-11-21,8.4020,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,8.4070,
2014-11-25,8.4630,
2014-11-26,8.5100,
2014-11-27,8.5970,
2014-11-28,8.6975,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,8.6745,
2014-12-02,8.6970,
2014-12-03,8.6560,
2014-12-04,8.7210,
2014-12-05,8.8105,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,8.7975,
2014-12-09,8.8105,
2014-12-10,8.8765,
2014-12-11,9.0060,
2014-12-12,9.1190,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,9.1765,
2014-12-16,9.5420,
2014-12-17,9.2505,
2014-12-18,9.0645,
2014-12-19,9.0145,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,9.0565,
2014-12-23,9.0290,
2014-12-24,9.1511,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,9.0475,
2014-12-30,9.0420,
2014-12-31,9.0420,
2015-01-01,.,No value available
2015-01-02,9.0420,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,9.1075,
2015-01-06,9.1795,
2015-01-07,9.1500,
2015-01-08,9.0280,
2015-01-09,9.0605,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,9.1275,
2015-01-13,9.1150,
2015-01-14,9.0560,
2015-01-15,8.9140,
2015-01-16,8.7985,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,8.8325,
2015-01-20,8.8015,
2015-01-21,8.8250,
2015-01-22,8.8310,
2015-01-23,8.7055,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,8.7345,
2015-01-27,8.8130,
2015-01-28,8.7950,
2015-01-29,8.8230,
2015-01-30,8.8335,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,8.7225,
2015-02-03,8.6370,
2015-02-04,8.6305,
2015-02-05,8.6370,
2015-02-06,8.5715,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,8.6145,
2015-02-10,8.5665,
2015-02-11,8.6020,
2015-02-12,8.7425,
2015-02-13,8.6535,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,8.6035,
2015-02-17,8.5725,
2015-02-18,8.5480,
2015-02-19,8.6450,
2015-02-20,8.5930,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,8.6405,
2015-02-24,8.6250,
2015-02-25,8.6325,
2015-02-26,8.5640,
2015-02-27,8.5740,
"","General: The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15.",
"",Source: European Central Bank (ECB).,
