"",BBEX3.D.JPY.USD.CA.AA.000,BBEX3.D.JPY.USD.CA.AA.000_FLAGS
1989-09-01,144.05,
1989-09-02,.,No value available
1989-09-03,.,No value available
1989-09-04,145.25,
1989-09-05,144.90,
1989-09-06,146.00,
1989-09-07,145.35,
1989-09-08,145.90,
1989-09-09,.,No value available
1989-09-10,.,No value available
1989-09-11,146.65,
1989-09-12,145.80,
1989-09-13,146.30,
1989-09-14,145.35,
1989-09-15,.,No value available
1989-09-16,.,No value available
1989-09-17,.,No value available
1989-09-18,145.20,
1989-09-19,144.85,
1989-09-20,145.30,
1989-09-21,144.20,
1989-09-22,144.70,
1989-09-23,.,No value available
1989-09-24,.,No value available
1989-09-25,142.15,
1989-09-26,141.70,
1989-09-27,140.30,
1989-09-28,139.80,
1989-09-29,139.20,
1989-09-30,.,No value available
1989-10-01,.,No value available
1989-10-02,137.75,
1989-10-03,139.15,
1989-10-04,139.90,
1989-10-05,139.75,
1989-10-06,141.65,
1989-10-07,.,No value available
1989-10-08,.,No value available
1989-10-09,140.75,
1989-10-10,.,No value available
1989-10-11,141.75,
1989-10-12,142.85,
1989-10-13,142.80,
1989-10-14,.,No value available
1989-10-15,.,No value available
1989-10-16,139.95,
1989-10-17,141.15,
1989-10-18,141.35,
1989-10-19,140.50,
1989-10-20,141.00,
1989-10-21,.,No value available
1989-10-22,.,No value available
1989-10-23,141.20,
1989-10-24,140.80,
1989-10-25,140.75,
1989-10-26,140.70,
1989-10-27,141.30,
1989-10-28,.,No value available
1989-10-29,.,No value available
1989-10-30,140.90,
1989-10-31,141.35,
1989-11-01,141.95,
1989-11-02,142.95,
1989-11-03,.,No value available
1989-11-04,.,No value available
1989-11-05,.,No value available
1989-11-06,142.40,
1989-11-07,142.90,
1989-11-08,142.00,
1989-11-09,142.10,
1989-11-10,141.95,
1989-11-11,.,No value available
1989-11-12,.,No value available
1989-11-13,142.30,
1989-11-14,142.80,
1989-11-15,142.35,
1989-11-16,142.90,
1989-11-17,143.20,
1989-11-18,.,No value available
1989-11-19,.,No value available
1989-11-20,143.75,
1989-11-21,143.35,
1989-11-22,142.85,
1989-11-23,.,No value available
1989-11-24,142.90,
1989-11-25,.,No value available
1989-11-26,.,No value available
1989-11-27,142.20,
1989-11-28,142.40,
1989-11-29,142.45,
1989-11-30,141.95,
1989-12-01,142.15,
1989-12-02,.,No value available
1989-12-03,.,No value available
1989-12-04,142.60,
1989-12-05,142.80,
1989-12-06,142.70,
1989-12-07,143.05,
1989-12-08,143.40,
1989-12-09,.,No value available
1989-12-10,.,No value available
1989-12-11,143.65,
1989-12-12,143.45,
1989-12-13,142.90,
1989-12-14,143.25,
1989-12-15,143.35,
1989-12-16,.,No value available
1989-12-17,.,No value available
1989-12-18,143.25,
1989-12-19,142.45,
1989-12-20,143.00,
1989-12-21,142.85,
1989-12-22,142.80,
1989-12-23,.,No value available
1989-12-24,.,No value available
1989-12-25,141.55,
1989-12-26,141.85,
1989-12-27,141.05,
1989-12-28,141.25,
1989-12-29,142.55,
1989-12-30,.,No value available
1989-12-31,.,No value available
1990-01-01,.,No value available
1990-01-02,.,No value available
1990-01-03,.,No value available
1990-01-04,144.50,
1990-01-05,142.65,
1990-01-06,.,No value available
1990-01-07,.,No value available
1990-01-08,143.65,
1990-01-09,143.35,
1990-01-10,144.65,
1990-01-11,144.40,
1990-01-12,144.45,
1990-01-13,.,No value available
1990-01-14,.,No value available
1990-01-15,.,No value available
1990-01-16,144.95,
1990-01-17,144.45,
1990-01-18,144.55,
1990-01-19,145.35,
1990-01-20,.,No value available
1990-01-21,.,No value available
1990-01-22,145.50,
1990-01-23,145.50,
1990-01-24,144.75,
1990-01-25,144.40,
1990-01-26,142.80,
1990-01-27,.,No value available
1990-01-28,.,No value available
1990-01-29,142.10,
1990-01-30,142.50,
1990-01-31,143.25,
1990-02-01,143.45,
1990-02-02,143.95,
1990-02-03,.,No value available
1990-02-04,.,No value available
1990-02-05,144.55,
1990-02-06,143.85,
1990-02-07,144.20,
1990-02-08,144.55,
1990-02-09,144.15,
1990-02-10,.,No value available
1990-02-11,.,No value available
1990-02-12,.,No value available
1990-02-13,143.50,
1990-02-14,143.20,
1990-02-15,143.60,
1990-02-16,143.80,
1990-02-17,.,No value available
1990-02-18,.,No value available
1990-02-19,143.30,
1990-02-20,143.65,
1990-02-21,144.45,
1990-02-22,144.45,
1990-02-23,145.05,
1990-02-24,.,No value available
1990-02-25,.,No value available
1990-02-26,146.70,
1990-02-27,147.40,
1990-02-28,147.80,
1990-03-01,148.80,
1990-03-02,149.20,
1990-03-03,.,No value available
1990-03-04,.,No value available
1990-03-05,149.25,
1990-03-06,147.80,
1990-03-07,149.40,
1990-03-08,149.30,
1990-03-09,150.30,
1990-03-10,.,No value available
1990-03-11,.,No value available
1990-03-12,151.00,
1990-03-13,151.80,
1990-03-14,151.10,
1990-03-15,151.45,
1990-03-16,151.40,
1990-03-17,.,No value available
1990-03-18,.,No value available
1990-03-19,151.60,
1990-03-20,151.80,
1990-03-21,.,No value available
1990-03-22,154.20,
1990-03-23,154.10,
1990-03-24,.,No value available
1990-03-25,.,No value available
1990-03-26,154.65,
1990-03-27,156.20,
1990-03-28,157.55,
1990-03-29,156.35,
1990-03-30,157.00,
1990-03-31,.,No value available
1990-04-01,.,No value available
1990-04-02,159.15,
1990-04-03,158.15,
1990-04-04,158.30,
1990-04-05,157.15,
1990-04-06,155.75,
1990-04-07,.,No value available
1990-04-08,.,No value available
1990-04-09,155.80,
1990-04-10,157.15,
1990-04-11,156.70,
1990-04-12,157.40,
1990-04-13,157.45,
1990-04-14,.,No value available
1990-04-15,.,No value available
1990-04-16,158.15,
1990-04-17,158.75,
1990-04-18,159.15,
1990-04-19,157.50,
1990-04-20,156.10,
1990-04-21,.,No value available
1990-04-22,.,No value available
1990-04-23,156.15,
1990-04-24,157.10,
1990-04-25,157.90,
1990-04-26,157.80,
1990-04-27,158.30,
1990-04-28,.,No value available
1990-04-29,.,No value available
1990-04-30,.,No value available
1990-05-01,158.10,
1990-05-02,157.55,
1990-05-03,.,No value available
1990-05-04,.,No value available
1990-05-05,.,No value available
1990-05-06,.,No value available
1990-05-07,156.95,
1990-05-08,157.10,
1990-05-09,156.35,
1990-05-10,155.55,
1990-05-11,154.15,
1990-05-12,.,No value available
1990-05-13,.,No value available
1990-05-14,151.90,
1990-05-15,150.80,
1990-05-16,151.40,
1990-05-17,151.30,
1990-05-18,151.95,
1990-05-19,.,No value available
1990-05-20,.,No value available
1990-05-21,152.40,
1990-05-22,152.10,
1990-05-23,150.50,
1990-05-24,150.20,
1990-05-25,149.45,
1990-05-26,.,No value available
1990-05-27,.,No value available
1990-05-28,148.40,
1990-05-29,148.35,
1990-05-30,150.00,
1990-05-31,150.60,
1990-06-01,151.30,
1990-06-02,.,No value available
1990-06-03,.,No value available
1990-06-04,151.50,
1990-06-05,151.25,
1990-06-06,151.50,
1990-06-07,151.45,
1990-06-08,151.60,
1990-06-09,.,No value available
1990-06-10,.,No value available
1990-06-11,152.70,
1990-06-12,153.40,
1990-06-13,153.65,
1990-06-14,153.05,
1990-06-15,153.55,
1990-06-16,.,No value available
1990-06-17,.,No value available
1990-06-18,152.90,
1990-06-19,152.70,
1990-06-20,152.95,
1990-06-21,153.35,
1990-06-22,153.90,
1990-06-23,.,No value available
1990-06-24,.,No value available
1990-06-25,154.55,
1990-06-26,154.15,
1990-06-27,153.20,
1990-06-28,153.55,
1990-06-29,151.90,
1990-06-30,.,No value available
1990-07-01,.,No value available
1990-07-02,151.15,
1990-07-03,150.70,
1990-07-04,149.40,
1990-07-05,149.75,
1990-07-06,149.95,
1990-07-07,.,No value available
1990-07-08,.,No value available
1990-07-09,150.45,
1990-07-10,149.55,
1990-07-11,147.45,
1990-07-12,147.85,
1990-07-13,146.55,
1990-07-14,.,No value available
1990-07-15,.,No value available
1990-07-16,147.35,
1990-07-17,147.00,
1990-07-18,146.40,
1990-07-19,146.95,
1990-07-20,147.20,
1990-07-21,.,No value available
1990-07-22,.,No value available
1990-07-23,147.30,
1990-07-24,147.20,
1990-07-25,148.10,
1990-07-26,148.75,
1990-07-27,149.55,
1990-07-28,.,No value available
1990-07-29,.,No value available
1990-07-30,148.15,
1990-07-31,146.70,
1990-08-01,145.00,
1990-08-02,146.10,
1990-08-03,148.80,
1990-08-04,.,No value available
1990-08-05,.,No value available
1990-08-06,149.10,
1990-08-07,149.80,
1990-08-08,149.20,
1990-08-09,148.75,
1990-08-10,148.70,
1990-08-11,.,No value available
1990-08-12,.,No value available
1990-08-13,149.20,
1990-08-14,148.85,
1990-08-15,147.00,
1990-08-16,146.50,
1990-08-17,146.85,
1990-08-18,.,No value available
1990-08-19,.,No value available
1990-08-20,146.45,
1990-08-21,145.50,
1990-08-22,145.70,
1990-08-23,144.90,
1990-08-24,145.10,
1990-08-25,.,No value available
1990-08-26,.,No value available
1990-08-27,144.45,
1990-08-28,142.30,
1990-08-29,142.35,
1990-08-30,142.75,
1990-08-31,143.45,
1990-09-01,.,No value available
1990-09-02,.,No value available
1990-09-03,142.40,
1990-09-04,142.80,
1990-09-05,141.55,
1990-09-06,141.00,
1990-09-07,139.50,
1990-09-08,.,No value available
1990-09-09,.,No value available
1990-09-10,138.50,
1990-09-11,138.90,
1990-09-12,138.20,
1990-09-13,136.35,
1990-09-14,135.60,
1990-09-15,.,No value available
1990-09-16,.,No value available
1990-09-17,135.50,
1990-09-18,136.10,
1990-09-19,137.85,
1990-09-20,136.40,
1990-09-21,136.80,
1990-09-22,.,No value available
1990-09-23,.,No value available
1990-09-24,.,No value available
1990-09-25,135.60,
1990-09-26,135.75,
1990-09-27,136.85,
1990-09-28,137.05,
1990-09-29,.,No value available
1990-09-30,.,No value available
1990-10-01,136.35,
1990-10-02,135.90,
1990-10-03,135.55,
1990-10-04,134.80,
1990-10-05,132.65,
1990-10-06,.,No value available
1990-10-07,.,No value available
1990-10-08,130.50,
1990-10-09,128.70,
1990-10-10,.,No value available
1990-10-11,128.55,
1990-10-12,128.90,
1990-10-13,.,No value available
1990-10-14,.,No value available
1990-10-15,127.35,
1990-10-16,127.20,
1990-10-17,125.30,
1990-10-18,124.50,
1990-10-19,123.15,
1990-10-20,.,No value available
1990-10-21,.,No value available
1990-10-22,125.35,
1990-10-23,126.10,
1990-10-24,126.85,
1990-10-25,126.05,
1990-10-26,127.35,
1990-10-27,.,No value available
1990-10-28,.,No value available
1990-10-29,126.60,
1990-10-30,128.10,
1990-10-31,128.40,
1990-11-01,129.55,
1990-11-02,128.45,
1990-11-03,.,No value available
1990-11-04,.,No value available
1990-11-05,126.30,
1990-11-06,125.75,
1990-11-07,127.25,
1990-11-08,128.35,
1990-11-09,129.95,
1990-11-10,.,No value available
1990-11-11,.,No value available
1990-11-12,.,No value available
1990-11-13,127.40,
1990-11-14,128.60,
1990-11-15,128.10,
1990-11-16,128.80,
1990-11-17,.,No value available
1990-11-18,.,No value available
1990-11-19,128.00,
1990-11-20,128.10,
1990-11-21,127.40,
1990-11-22,126.05,
1990-11-23,.,No value available
1990-11-24,.,No value available
1990-11-25,.,No value available
1990-11-26,126.65,
1990-11-27,127.90,
1990-11-28,127.20,
1990-11-29,129.10,
1990-11-30,132.40,
1990-12-01,.,No value available
1990-12-02,.,No value available
1990-12-03,131.50,
1990-12-04,133.00,
1990-12-05,132.50,
1990-12-06,132.85,
1990-12-07,131.65,
1990-12-08,.,No value available
1990-12-09,.,No value available
1990-12-10,129.40,
1990-12-11,130.75,
1990-12-12,131.10,
1990-12-13,130.30,
1990-12-14,131.05,
1990-12-15,.,No value available
1990-12-16,.,No value available
1990-12-17,132.35,
1990-12-18,132.15,
1990-12-19,132.15,
1990-12-20,132.95,
1990-12-21,134.80,
1990-12-22,.,No value available
1990-12-23,.,No value available
1990-12-24,.,No value available
1990-12-25,135.00,
1990-12-26,135.45,
1990-12-27,135.95,
1990-12-28,135.75,
1990-12-29,.,No value available
1990-12-30,.,No value available
1990-12-31,133.60,
1991-01-01,.,No value available
1991-01-02,.,No value available
1991-01-03,.,No value available
1991-01-04,132.40,
1991-01-05,.,No value available
1991-01-06,.,No value available
1991-01-07,134.95,
1991-01-08,135.40,
1991-01-09,135.75,
1991-01-10,135.10,
1991-01-11,133.35,
1991-01-12,.,No value available
1991-01-13,.,No value available
1991-01-14,134.55,
1991-01-15,.,No value available
1991-01-16,135.30,
1991-01-17,133.45,
1991-01-18,133.50,
1991-01-19,.,No value available
1991-01-20,.,No value available
1991-01-21,131.40,
1991-01-22,130.55,
1991-01-23,131.45,
1991-01-24,130.70,
1991-01-25,131.40,
1991-01-26,.,No value available
1991-01-27,.,No value available
1991-01-28,131.70,
1991-01-29,130.45,
1991-01-30,130.75,
1991-01-31,130.15,
1991-02-01,130.30,
1991-02-02,.,No value available
1991-02-03,.,No value available
1991-02-04,130.30,
1991-02-05,129.70,
1991-02-06,128.30,
1991-02-07,127.10,
1991-02-08,127.45,
1991-02-09,.,No value available
1991-02-10,.,No value available
1991-02-11,.,No value available
1991-02-12,126.70,
1991-02-13,127.65,
1991-02-14,128.65,
1991-02-15,128.65,
1991-02-16,.,No value available
1991-02-17,.,No value available
1991-02-18,129.20,
1991-02-19,129.30,
1991-02-20,130.40,
1991-02-21,130.45,
1991-02-22,130.05,
1991-02-23,.,No value available
1991-02-24,.,No value available
1991-02-25,131.35,
1991-02-26,131.80,
1991-02-27,131.75,
1991-02-28,131.20,
1991-03-01,132.25,
1991-03-02,.,No value available
1991-03-03,.,No value available
1991-03-04,133.65,
1991-03-05,134.35,
1991-03-06,135.30,
1991-03-07,134.60,
1991-03-08,134.35,
1991-03-09,.,No value available
1991-03-10,.,No value available
1991-03-11,136.85,
1991-03-12,136.90,
1991-03-13,135.70,
1991-03-14,134.90,
1991-03-15,135.40,
1991-03-16,.,No value available
1991-03-17,.,No value available
1991-03-18,136.80,
1991-03-19,137.40,
1991-03-20,137.55,
1991-03-21,.,No value available
1991-03-22,135.90,
1991-03-23,.,No value available
1991-03-24,.,No value available
1991-03-25,136.85,
1991-03-26,138.15,
1991-03-27,137.20,
1991-03-28,138.85,
1991-03-29,139.95,
1991-03-30,.,No value available
1991-03-31,.,No value available
1991-04-01,139.70,
1991-04-02,137.75,
1991-04-03,136.75,
1991-04-04,136.50,
1991-04-05,135.15,
1991-04-06,.,No value available
1991-04-07,.,No value available
1991-04-08,135.60,
1991-04-09,136.10,
1991-04-10,134.00,
1991-04-11,135.75,
1991-04-12,134.80,
1991-04-13,.,No value available
1991-04-14,.,No value available
1991-04-15,134.60,
1991-04-16,133.25,
1991-04-17,133.75,
1991-04-18,135.25,
1991-04-19,136.90,
1991-04-20,.,No value available
1991-04-21,.,No value available
1991-04-22,137.80,
1991-04-23,137.70,
1991-04-24,136.60,
1991-04-25,137.10,
1991-04-26,136.80,
1991-04-27,.,No value available
1991-04-28,.,No value available
1991-04-29,.,No value available
1991-04-30,136.40,
1991-05-01,135.35,
1991-05-02,137.00,
1991-05-03,.,No value available
1991-05-04,.,No value available
1991-05-05,.,No value available
1991-05-06,.,No value available
1991-05-07,137.50,
1991-05-08,136.90,
1991-05-09,137.20,
1991-05-10,137.30,
1991-05-11,.,No value available
1991-05-12,.,No value available
1991-05-13,138.25,
1991-05-14,138.20,
1991-05-15,137.00,
1991-05-16,136.25,
1991-05-17,136.70,
1991-05-18,.,No value available
1991-05-19,.,No value available
1991-05-20,137.70,
1991-05-21,137.20,
1991-05-22,136.45,
1991-05-23,137.00,
1991-05-24,136.80,
1991-05-25,.,No value available
1991-05-26,.,No value available
1991-05-27,137.35,
1991-05-28,137.40,
1991-05-29,136.70,
1991-05-30,136.80,
1991-05-31,136.85,
1991-06-01,.,No value available
1991-06-02,.,No value available
1991-06-03,137.45,
1991-06-04,138.10,
1991-06-05,137.85,
1991-06-06,138.30,
1991-06-07,138.20,
1991-06-08,.,No value available
1991-06-09,.,No value available
1991-06-10,139.55,
1991-06-11,140.45,
1991-06-12,140.20,
1991-06-13,140.85,
1991-06-14,140.10,
1991-06-15,.,No value available
1991-06-16,.,No value available
1991-06-17,139.90,
1991-06-18,139.75,
1991-06-19,139.95,
1991-06-20,138.95,
1991-06-21,137.95,
1991-06-22,.,No value available
1991-06-23,.,No value available
1991-06-24,138.45,
1991-06-25,137.95,
1991-06-26,137.30,
1991-06-27,137.35,
1991-06-28,136.75,
1991-06-29,.,No value available
1991-06-30,.,No value available
1991-07-01,137.05,
1991-07-02,137.40,
1991-07-03,137.95,
1991-07-04,138.50,
1991-07-05,138.25,
1991-07-06,.,No value available
1991-07-07,.,No value available
1991-07-08,137.40,
1991-07-09,137.80,
1991-07-10,137.80,
1991-07-11,137.65,
1991-07-12,137.75,
1991-07-13,.,No value available
1991-07-14,.,No value available
1991-07-15,136.00,
1991-07-16,136.05,
1991-07-17,136.05,
1991-07-18,135.85,
1991-07-19,136.35,
1991-07-20,.,No value available
1991-07-21,.,No value available
1991-07-22,135.30,
1991-07-23,136.55,
1991-07-24,136.15,
1991-07-25,136.50,
1991-07-26,137.65,
1991-07-27,.,No value available
1991-07-28,.,No value available
1991-07-29,137.20,
1991-07-30,136.90,
1991-07-31,136.80,
1991-08-01,136.20,
1991-08-02,136.45,
1991-08-03,.,No value available
1991-08-04,.,No value available
1991-08-05,136.25,
1991-08-06,135.80,
1991-08-07,134.85,
1991-08-08,134.75,
1991-08-09,135.20,
1991-08-10,.,No value available
1991-08-11,.,No value available
1991-08-12,135.30,
1991-08-13,135.35,
1991-08-14,135.40,
1991-08-15,135.60,
1991-08-16,136.05,
1991-08-17,.,No value available
1991-08-18,.,No value available
1991-08-19,136.25,
1991-08-20,137.20,
1991-08-21,136.75,
1991-08-22,135.65,
1991-08-23,135.55,
1991-08-24,.,No value available
1991-08-25,.,No value available
1991-08-26,136.05,
1991-08-27,135.85,
1991-08-28,136.15,
1991-08-29,135.70,
1991-08-30,136.15,
1991-08-31,.,No value available
1991-09-01,.,No value available
1991-09-02,135.80,
1991-09-03,135.65,
1991-09-04,134.75,
1991-09-05,134.40,
1991-09-06,134.80,
1991-09-07,.,No value available
1991-09-08,.,No value available
1991-09-09,134.20,
1991-09-10,133.75,
1991-09-11,133.75,
1991-09-12,133.35,
1991-09-13,133.25,
1991-09-14,.,No value available
1991-09-15,.,No value available
1991-09-16,.,No value available
1991-09-17,132.65,
1991-09-18,133.00,
1991-09-19,133.50,
1991-09-20,133.70,
1991-09-21,.,No value available
1991-09-22,.,No value available
1991-09-23,.,No value available
1991-09-24,132.00,
1991-09-25,132.40,
1991-09-26,132.35,
1991-09-27,132.90,
1991-09-28,.,No value available
1991-09-29,.,No value available
1991-09-30,131.85,
1991-10-01,131.95,
1991-10-02,132.25,
1991-10-03,131.40,
1991-10-04,128.75,
1991-10-05,.,No value available
1991-10-06,.,No value available
1991-10-07,128.60,
1991-10-08,128.50,
1991-10-09,129.75,
1991-10-10,.,No value available
1991-10-11,129.50,
1991-10-12,.,No value available
1991-10-13,.,No value available
1991-10-14,128.10,
1991-10-15,128.65,
1991-10-16,128.90,
1991-10-17,128.95,
1991-10-18,128.30,
1991-10-19,.,No value available
1991-10-20,.,No value available
1991-10-21,128.85,
1991-10-22,129.65,
1991-10-23,130.40,
1991-10-24,130.20,
1991-10-25,130.25,
1991-10-26,.,No value available
1991-10-27,.,No value available
1991-10-28,131.05,
1991-10-29,131.25,
1991-10-30,129.90,
1991-10-31,129.85,
1991-11-01,129.75,
1991-11-02,.,No value available
1991-11-03,.,No value available
1991-11-04,.,No value available
1991-11-05,128.45,
1991-11-06,129.30,
1991-11-07,128.80,
1991-11-08,129.35,
1991-11-09,.,No value available
1991-11-10,.,No value available
1991-11-11,129.25,
1991-11-12,128.95,
1991-11-13,128.95,
1991-11-14,128.75,
1991-11-15,128.65,
1991-11-16,.,No value available
1991-11-17,.,No value available
1991-11-18,127.90,
1991-11-19,128.50,
1991-11-20,128.70,
