"",BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00,BBEE1.D.I7.AAA.XZE01B.A.AABAN.M00_FLAGS
1995-11-29,105.2172,
1995-11-30,105.0458,
1995-12-01,104.6233,
1995-12-02,.,No value available
1995-12-03,.,No value available
1995-12-04,104.9639,
1995-12-05,105.0014,
1995-12-06,104.9270,
1995-12-07,104.9544,
1995-12-08,104.7812,
1995-12-09,.,No value available
1995-12-10,.,No value available
1995-12-11,104.8673,
1995-12-12,104.7766,
1995-12-13,104.6008,
1995-12-14,104.7493,
1995-12-15,104.8645,
1995-12-16,.,No value available
1995-12-17,.,No value available
1995-12-18,105.0910,
1995-12-19,105.1350,
1995-12-20,105.0234,
1995-12-21,105.1496,
1995-12-22,105.0685,
1995-12-23,.,No value available
1995-12-24,.,No value available
1995-12-25,.,No value available
1995-12-26,.,No value available
1995-12-27,105.2857,
1995-12-28,105.3205,
1995-12-29,105.4620,
1995-12-30,.,No value available
1995-12-31,.,No value available
1996-01-01,.,No value available
1996-01-02,105.8557,
1996-01-03,105.5695,
1996-01-04,105.3221,
1996-01-05,105.5527,
1996-01-06,.,No value available
1996-01-07,.,No value available
1996-01-08,105.7131,
1996-01-09,105.5506,
1996-01-10,105.7779,
1996-01-11,105.9301,
1996-01-12,105.5854,
1996-01-13,.,No value available
1996-01-14,.,No value available
1996-01-15,.,No value available
1996-01-16,105.0878,
1996-01-17,104.9367,
1996-01-18,104.8026,
1996-01-19,104.5786,
1996-01-20,.,No value available
1996-01-21,.,No value available
1996-01-22,104.4933,
1996-01-23,104.5625,
1996-01-24,104.3298,
1996-01-25,104.5363,
1996-01-26,104.1016,
1996-01-27,.,No value available
1996-01-28,.,No value available
1996-01-29,104.1850,
1996-01-30,104.4057,
1996-01-31,104.2514,
1996-02-01,104.4255,
1996-02-02,104.3114,
1996-02-03,.,No value available
1996-02-04,.,No value available
1996-02-05,104.6597,
1996-02-06,104.7438,
1996-02-07,104.5900,
1996-02-08,104.5994,
1996-02-09,104.8081,
1996-02-10,.,No value available
1996-02-11,.,No value available
1996-02-12,104.7440,
1996-02-13,104.6643,
1996-02-14,104.7845,
1996-02-15,104.6664,
1996-02-16,104.7207,
1996-02-17,.,No value available
1996-02-18,.,No value available
1996-02-19,.,No value available
1996-02-20,105.3198,
1996-02-21,105.3197,
1996-02-22,105.3545,
1996-02-23,105.2813,
1996-02-24,.,No value available
1996-02-25,.,No value available
1996-02-26,105.6098,
1996-02-27,105.4050,
1996-02-28,105.3229,
1996-02-29,104.8666,
1996-03-01,104.6302,
1996-03-02,.,No value available
1996-03-03,.,No value available
1996-03-04,104.7973,
1996-03-05,104.6805,
1996-03-06,104.7337,
1996-03-07,104.4575,
1996-03-08,104.5520,
1996-03-09,.,No value available
1996-03-10,.,No value available
1996-03-11,104.4672,
1996-03-12,104.5167,
1996-03-13,104.8760,
1996-03-14,104.8274,
1996-03-15,104.7550,
1996-03-16,.,No value available
1996-03-17,.,No value available
1996-03-18,104.7080,
1996-03-19,104.5839,
1996-03-20,104.6373,
1996-03-21,104.5758,
1996-03-22,104.4845,
1996-03-23,.,No value available
1996-03-24,.,No value available
1996-03-25,104.7040,
1996-03-26,104.6487,
1996-03-27,104.2943,
1996-03-28,104.6683,
1996-03-29,104.8087,
1996-03-30,.,No value available
1996-03-31,.,No value available
1996-04-01,104.6270,
1996-04-02,104.6387,
1996-04-03,104.6643,
1996-04-04,104.7063,
1996-04-05,.,No value available
1996-04-06,.,No value available
1996-04-07,.,No value available
1996-04-08,.,No value available
1996-04-09,104.4633,
1996-04-10,104.1959,
1996-04-11,104.2438,
1996-04-12,104.2454,
1996-04-13,.,No value available
1996-04-14,.,No value available
1996-04-15,103.9850,
1996-04-16,104.0048,
1996-04-17,104.0846,
1996-04-18,103.9724,
1996-04-19,104.0269,
1996-04-20,.,No value available
1996-04-21,.,No value available
1996-04-22,103.5465,
1996-04-23,103.4845,
1996-04-24,103.4218,
1996-04-25,103.1762,
1996-04-26,102.9611,
1996-04-27,.,No value available
1996-04-28,.,No value available
1996-04-29,103.2187,
1996-04-30,102.8705,
1996-05-01,.,No value available
1996-05-02,102.9117,
1996-05-03,103.0959,
1996-05-04,.,No value available
1996-05-05,.,No value available
1996-05-06,103.2749,
1996-05-07,103.2975,
1996-05-08,103.3748,
1996-05-09,103.3925,
1996-05-10,103.2939,
1996-05-11,.,No value available
1996-05-12,.,No value available
1996-05-13,102.8549,
1996-05-14,102.7510,
1996-05-15,102.9779,
1996-05-16,.,No value available
1996-05-17,103.2572,
1996-05-18,.,No value available
1996-05-19,.,No value available
1996-05-20,103.1986,
1996-05-21,102.9579,
1996-05-22,103.0080,
1996-05-23,102.9105,
1996-05-24,103.0162,
1996-05-25,.,No value available
1996-05-26,.,No value available
1996-05-27,.,No value available
1996-05-28,103.1046,
1996-05-29,103.0467,
1996-05-30,.,No value available
1996-05-31,103.2042,
1996-06-01,.,No value available
1996-06-02,.,No value available
1996-06-03,103.3431,
1996-06-04,103.1807,
1996-06-05,103.2097,
1996-06-06,103.4593,
1996-06-07,103.3266,
1996-06-08,.,No value available
1996-06-09,.,No value available
1996-06-10,103.2986,
1996-06-11,103.3573,
1996-06-12,103.2656,
1996-06-13,103.3914,
1996-06-14,103.7248,
1996-06-15,.,No value available
1996-06-16,.,No value available
1996-06-17,103.9396,
1996-06-18,104.0042,
1996-06-19,103.8874,
1996-06-20,103.7629,
1996-06-21,103.7057,
1996-06-22,.,No value available
1996-06-23,.,No value available
1996-06-24,103.5330,
1996-06-25,103.4986,
1996-06-26,103.7157,
1996-06-27,104.0039,
1996-06-28,103.9765,
1996-06-29,.,No value available
1996-06-30,.,No value available
1996-07-01,103.8524,
1996-07-02,103.7455,
1996-07-03,103.7153,
1996-07-04,.,No value available
1996-07-05,103.9558,
1996-07-06,.,No value available
1996-07-07,.,No value available
1996-07-08,103.8619,
1996-07-09,104.0734,
1996-07-10,104.0162,
1996-07-11,103.9392,
1996-07-12,104.2668,
1996-07-13,.,No value available
1996-07-14,.,No value available
1996-07-15,104.1483,
1996-07-16,104.9980,
1996-07-17,105.5491,
1996-07-18,105.3667,
1996-07-19,105.3963,
1996-07-20,.,No value available
1996-07-21,.,No value available
1996-07-22,105.4812,
1996-07-23,105.4971,
1996-07-24,105.3997,
1996-07-25,105.8138,
1996-07-26,105.5579,
1996-07-27,.,No value available
1996-07-28,.,No value available
1996-07-29,105.5013,
1996-07-30,105.5817,
1996-07-31,105.8611,
1996-08-01,105.7684,
1996-08-02,105.7009,
1996-08-03,.,No value available
1996-08-04,.,No value available
1996-08-05,.,No value available
1996-08-06,105.5865,
1996-08-07,105.6065,
1996-08-08,105.6271,
1996-08-09,105.7413,
1996-08-10,.,No value available
1996-08-11,.,No value available
1996-08-12,105.8771,
1996-08-13,105.8295,
1996-08-14,105.5855,
1996-08-15,.,No value available
1996-08-16,105.2618,
1996-08-17,.,No value available
1996-08-18,.,No value available
1996-08-19,105.4087,
1996-08-20,105.3445,
1996-08-21,105.5929,
1996-08-22,105.2001,
1996-08-23,105.3930,
1996-08-24,.,No value available
1996-08-25,.,No value available
1996-08-26,105.7061,
1996-08-27,105.7382,
1996-08-28,105.7240,
1996-08-29,105.7088,
1996-08-30,105.6490,
1996-08-31,.,No value available
1996-09-01,.,No value available
1996-09-02,.,No value available
1996-09-03,105.5045,
1996-09-04,105.4820,
1996-09-05,105.6092,
1996-09-06,105.5181,
1996-09-07,.,No value available
1996-09-08,.,No value available
1996-09-09,105.4325,
1996-09-10,104.9796,
1996-09-11,104.8495,
1996-09-12,104.5632,
1996-09-13,104.6743,
1996-09-14,.,No value available
1996-09-15,.,No value available
1996-09-16,104.8091,
1996-09-17,104.7523,
1996-09-18,104.6866,
1996-09-19,104.6632,
1996-09-20,104.5781,
1996-09-21,.,No value available
1996-09-22,.,No value available
1996-09-23,104.6271,
1996-09-24,104.6686,
1996-09-25,104.9105,
1996-09-26,104.4444,
1996-09-27,104.3623,
1996-09-28,.,No value available
1996-09-29,.,No value available
1996-09-30,104.2722,
1996-10-01,104.3409,
1996-10-02,104.3201,
1996-10-03,104.0500,
1996-10-04,104.1202,
1996-10-05,.,No value available
1996-10-06,.,No value available
1996-10-07,104.1973,
1996-10-08,104.3636,
1996-10-09,104.1700,
1996-10-10,104.0546,
1996-10-11,104.0351,
1996-10-12,.,No value available
1996-10-13,.,No value available
1996-10-14,.,No value available
1996-10-15,103.5307,
1996-10-16,103.4697,
1996-10-17,103.4026,
1996-10-18,103.4197,
1996-10-19,.,No value available
1996-10-20,.,No value available
1996-10-21,103.5400,
1996-10-22,103.6712,
1996-10-23,104.1448,
1996-10-24,104.2420,
1996-10-25,104.2762,
1996-10-26,.,No value available
1996-10-27,.,No value available
1996-10-28,104.3337,
1996-10-29,104.8592,
1996-10-30,104.6656,
1996-10-31,104.4818,
1996-11-01,.,No value available
1996-11-02,.,No value available
1996-11-03,.,No value available
1996-11-04,104.3147,
1996-11-05,104.2165,
1996-11-06,104.1735,
1996-11-07,104.4358,
1996-11-08,104.2916,
1996-11-09,.,No value available
1996-11-10,.,No value available
1996-11-11,.,No value available
1996-11-12,104.6777,
1996-11-13,104.3887,
1996-11-14,104.2673,
1996-11-15,104.2524,
1996-11-16,.,No value available
1996-11-17,.,No value available
1996-11-18,104.2943,
1996-11-19,104.3771,
1996-11-20,104.5809,
1996-11-21,104.4875,
1996-11-22,104.4107,
1996-11-23,.,No value available
1996-11-24,.,No value available
1996-11-25,104.0772,
1996-11-26,103.6520,
1996-11-27,103.6874,
1996-11-28,.,No value available
1996-11-29,103.2480,
1996-11-30,.,No value available
1996-12-01,.,No value available
1996-12-02,102.9501,
1996-12-03,102.2022,
1996-12-04,102.6733,
1996-12-05,103.0610,
1996-12-06,103.8477,
1996-12-07,.,No value available
1996-12-08,.,No value available
1996-12-09,103.1240,
1996-12-10,103.1114,
1996-12-11,103.5049,
1996-12-12,103.5368,
1996-12-13,103.6691,
1996-12-14,.,No value available
1996-12-15,.,No value available
1996-12-16,103.1401,
1996-12-17,103.3307,
1996-12-18,103.0088,
1996-12-19,103.0178,
1996-12-20,103.1213,
1996-12-21,.,No value available
1996-12-22,.,No value available
1996-12-23,103.0940,
1996-12-24,103.0701,
1996-12-25,.,No value available
1996-12-26,.,No value available
1996-12-27,103.0734,
1996-12-28,.,No value available
1996-12-29,.,No value available
1996-12-30,103.0977,
1996-12-31,103.3431,
1997-01-01,.,No value available
1997-01-02,103.5384,
1997-01-03,103.2765,
1997-01-04,.,No value available
1997-01-05,.,No value available
1997-01-06,.,No value available
1997-01-07,102.7534,
1997-01-08,102.3993,
1997-01-09,102.2520,
1997-01-10,102.2252,
1997-01-11,.,No value available
1997-01-12,.,No value available
1997-01-13,102.1351,
1997-01-14,102.1094,
1997-01-15,101.7169,
1997-01-16,101.8558,
1997-01-17,101.4400,
1997-01-18,.,No value available
1997-01-19,.,No value available
1997-01-20,.,No value available
1997-01-21,100.9911,
1997-01-22,100.4323,
1997-01-23,100.7956,
1997-01-24,101.2958,
1997-01-25,.,No value available
1997-01-26,.,No value available
1997-01-27,101.1406,
1997-01-28,100.7768,
1997-01-29,101.1099,
1997-01-30,101.3792,
1997-01-31,101.6949,
1997-02-01,.,No value available
1997-02-02,.,No value available
1997-02-03,101.0703,
1997-02-04,101.2698,
1997-02-05,101.0457,
1997-02-06,100.8781,
1997-02-07,100.6371,
1997-02-08,.,No value available
1997-02-09,.,No value available
1997-02-10,100.9171,
1997-02-11,100.0960,
1997-02-12,99.8510,
1997-02-13,99.9388,
1997-02-14,99.9694,
1997-02-15,.,No value available
1997-02-16,.,No value available
1997-02-17,.,No value available
1997-02-18,99.5354,
1997-02-19,99.6796,
1997-02-20,100.0224,
1997-02-21,99.9278,
1997-02-22,.,No value available
1997-02-23,.,No value available
1997-02-24,100.1644,
1997-02-25,99.8891,
1997-02-26,99.9021,
1997-02-27,99.4378,
1997-02-28,99.2677,
1997-03-01,.,No value available
1997-03-02,.,No value available
1997-03-03,99.2854,
1997-03-04,98.8204,
1997-03-05,98.7466,
1997-03-06,98.4935,
1997-03-07,98.6693,
1997-03-08,.,No value available
1997-03-09,.,No value available
1997-03-10,99.2143,
1997-03-11,99.0717,
1997-03-12,99.3475,
1997-03-13,99.4733,
1997-03-14,99.3481,
1997-03-15,.,No value available
1997-03-16,.,No value available
1997-03-17,100.0916,
1997-03-18,100.2526,
1997-03-19,100.1596,
1997-03-20,100.3547,
1997-03-21,99.8025,
1997-03-22,.,No value available
1997-03-23,.,No value available
1997-03-24,99.7749,
1997-03-25,99.8397,
1997-03-26,99.7450,
1997-03-27,100.1357,
1997-03-28,.,No value available
1997-03-29,.,No value available
1997-03-30,.,No value available
1997-03-31,.,No value available
1997-04-01,100.4207,
1997-04-02,100.1981,
1997-04-03,100.3444,
1997-04-04,100.2984,
1997-04-05,.,No value available
1997-04-06,.,No value available
1997-04-07,99.4881,
1997-04-08,99.1356,
1997-04-09,98.9168,
1997-04-10,99.0295,
1997-04-11,98.5879,
1997-04-12,.,No value available
1997-04-13,.,No value available
1997-04-14,98.7601,
1997-04-15,98.2689,
1997-04-16,98.5666,
1997-04-17,98.4749,
1997-04-18,98.8320,
1997-04-19,.,No value available
1997-04-20,.,No value available
1997-04-21,99.2537,
1997-04-22,99.0749,
1997-04-23,98.8727,
1997-04-24,98.8563,
1997-04-25,98.8233,
1997-04-26,.,No value available
1997-04-27,.,No value available
1997-04-28,98.4313,
1997-04-29,98.5114,
1997-04-30,98.4819,
1997-05-01,.,No value available
1997-05-02,98.7991,
1997-05-03,.,No value available
1997-05-04,.,No value available
1997-05-05,98.5301,
1997-05-06,98.2456,
1997-05-07,98.5019,
1997-05-08,.,No value available
1997-05-09,99.2849,
1997-05-10,.,No value available
1997-05-11,.,No value available
1997-05-12,99.1211,
1997-05-13,98.9505,
1997-05-14,98.5392,
1997-05-15,98.7617,
1997-05-16,98.3866,
1997-05-17,.,No value available
1997-05-18,.,No value available
1997-05-19,.,No value available
1997-05-20,98.2390,
1997-05-21,98.4323,
1997-05-22,98.6679,
1997-05-23,98.7780,
1997-05-24,.,No value available
1997-05-25,.,No value available
1997-05-26,.,No value available
1997-05-27,98.7937,
1997-05-28,98.5436,
1997-05-29,98.4275,
1997-05-30,.,No value available
1997-05-31,.,No value available
1997-06-01,.,No value available
1997-06-02,97.6225,
1997-06-03,97.4896,
1997-06-04,97.5039,
1997-06-05,97.5044,
1997-06-06,97.2649,
1997-06-07,.,No value available
1997-06-08,.,No value available
1997-06-09,97.7180,
1997-06-10,97.6509,
1997-06-11,97.4773,
1997-06-12,97.5017,
1997-06-13,97.2543,
1997-06-14,.,No value available
1997-06-15,.,No value available
1997-06-16,97.1963,
1997-06-17,97.0248,
1997-06-18,97.2997,
1997-06-19,97.1505,
1997-06-20,97.2225,
1997-06-21,.,No value available
1997-06-22,.,No value available
1997-06-23,97.3708,
1997-06-24,97.1629,
1997-06-25,97.1401,
1997-06-26,96.9556,
1997-06-27,96.7824,
1997-06-28,.,No value available
1997-06-29,.,No value available
1997-06-30,96.4759,
1997-07-01,96.5725,
1997-07-02,96.3374,
1997-07-03,96.0585,
1997-07-04,.,No value available
1997-07-05,.,No value available
1997-07-06,.,No value available
1997-07-07,95.9825,
1997-07-08,95.5225,
1997-07-09,95.3588,
1997-07-10,95.6058,
1997-07-11,95.2772,
1997-07-12,.,No value available
1997-07-13,.,No value available
1997-07-14,94.2821,
1997-07-15,94.3576,
1997-07-16,94.7835,
1997-07-17,94.8172,
1997-07-18,94.5073,
1997-07-19,.,No value available
1997-07-20,.,No value available
1997-07-21,94.5708,
1997-07-22,93.8277,
1997-07-23,93.0432,
1997-07-24,92.8649,
1997-07-25,93.0931,
1997-07-26,.,No value available
1997-07-27,.,No value available
1997-07-28,92.9876,
1997-07-29,93.7644,
1997-07-30,93.6375,
1997-07-31,93.7451,
1997-08-01,93.0265,
1997-08-02,.,No value available
1997-08-03,.,No value available
1997-08-04,92.4054,
1997-08-05,.,No value available
1997-08-06,92.2137,
1997-08-07,92.4894,
1997-08-08,93.4053,
1997-08-09,.,No value available
1997-08-10,.,No value available
1997-08-11,93.1147,
1997-08-12,93.0000,
1997-08-13,93.9480,
1997-08-14,94.2012,
1997-08-15,.,No value available
1997-08-16,.,No value available
1997-08-17,.,No value available
1997-08-18,94.7287,
1997-08-19,94.2468,
1997-08-20,93.7285,
1997-08-21,93.8917,
1997-08-22,95.0255,
1997-08-23,.,No value available
1997-08-24,.,No value available
1997-08-25,94.6556,
1997-08-26,95.5037,
1997-08-27,95.2780,
1997-08-28,95.4525,
1997-08-29,95.5821,
1997-08-30,.,No value available
1997-08-31,.,No value available
1997-09-01,.,No value available
1997-09-02,95.1559,
1997-09-03,95.2939,
1997-09-04,95.3653,
1997-09-05,95.6676,
1997-09-06,.,No value available
1997-09-07,.,No value available
1997-09-08,95.9550,
1997-09-09,95.3694,
1997-09-10,95.8451,
1997-09-11,96.3142,
1997-09-12,96.6910,
1997-09-13,.,No value available
1997-09-14,.,No value available
1997-09-15,97.5600,
1997-09-16,97.0275,
1997-09-17,96.9538,
1997-09-18,97.0601,
1997-09-19,96.7081,
1997-09-20,.,No value available
1997-09-21,.,No value available
1997-09-22,96.2291,
1997-09-23,95.9644,
1997-09-24,96.7185,
1997-09-25,96.5214,
1997-09-26,97.3507,
1997-09-27,.,No value available
1997-09-28,.,No value available
1997-09-29,97.1207,
1997-09-30,96.9201,
1997-10-01,96.5974,
1997-10-02,96.7396,
1997-10-03,96.7826,
1997-10-04,.,No value available
1997-10-05,.,No value available
1997-10-06,97.1685,
1997-10-07,97.5135,
1997-10-08,97.2020,
1997-10-09,97.8218,
1997-10-10,97.5788,
1997-10-11,.,No value available
1997-10-12,.,No value available
1997-10-13,.,No value available
1997-10-14,97.5233,
1997-10-15,97.6614,
1997-10-16,97.7709,
1997-10-17,97.0849,
1997-10-18,.,No value available
1997-10-19,.,No value available
1997-10-20,96.7586,
1997-10-21,96.3113,
1997-10-22,96.2712,
1997-10-23,96.8120,
1997-10-24,96.4590,
1997-10-25,.,No value available
1997-10-26,.,No value available
1997-10-27,97.1773,
1997-10-28,98.3584,
1997-10-29,97.6801,
1997-10-30,98.8012,
1997-10-31,98.3079,
1997-11-01,.,No value available
1997-11-02,.,No value available
1997-11-03,97.5434,
1997-11-04,98.4446,
1997-11-05,98.3767,
1997-11-06,98.4479,
1997-11-07,99.3738,
1997-11-08,.,No value available
1997-11-09,.,No value available
1997-11-10,99.0731,
1997-11-11,.,No value available
1997-11-12,98.9901,
1997-11-13,98.6816,
1997-11-14,98.5198,
1997-11-15,.,No value available
1997-11-16,.,No value available
1997-11-17,.,No value available
1997-11-18,98.7242,
1997-11-19,98.8887,
1997-11-20,99.1167,
1997-11-21,98.0200,
1997-11-22,.,No value available
1997-11-23,.,No value available
1997-11-24,98.7594,
1997-11-25,98.6817,
1997-11-26,98.3128,
1997-11-27,.,No value available
1997-11-28,98.2020,
1997-11-29,.,No value available
1997-11-30,.,No value available
1997-12-01,97.8099,
1997-12-02,98.0423,
1997-12-03,98.0477,
1997-12-04,98.0163,
1997-12-05,98.4006,
1997-12-06,.,No value available
1997-12-07,.,No value available
1997-12-08,98.3522,
1997-12-09,98.6700,
1997-12-10,98.9682,
1997-12-11,.,No value available
1997-12-12,99.9705,
1997-12-13,.,No value available
1997-12-14,.,No value available
1997-12-15,99.7147,
1997-12-16,99.1143,
1997-12-17,99.2667,
1997-12-18,98.8369,
1997-12-19,99.0331,
1997-12-20,.,No value available
1997-12-21,.,No value available
1997-12-22,99.2014,
1997-12-23,99.8103,
1997-12-24,99.6348,
1997-12-25,.,No value available
1997-12-26,.,No value available
1997-12-27,.,No value available
1997-12-28,.,No value available
1997-12-29,98.5190,
1997-12-30,98.7313,
1997-12-31,98.9357,
1998-01-01,.,No value available
1998-01-02,98.6971,
1998-01-03,.,No value available
1998-01-04,.,No value available
1998-01-05,98.5856,
1998-01-06,.,No value available
1998-01-07,98.2346,
1998-01-08,98.4592,
1998-01-09,98.6670,
1998-01-10,.,No value available
1998-01-11,.,No value available
1998-01-12,98.8358,
1998-01-13,98.3851,
1998-01-14,97.8804,
1998-01-15,97.7598,
